CODEKHUM,KHUM_NAME,perc_change_dir,perc_change
141106,Preaek Chrey,#DIV/0!,#DIV/0!
80611,Preaek Ruessei,#DIV/0!,#DIV/0!
81104,Ta Khmau,#DIV/0!,#DIV/0!
140506,Prey Totueng,#DIV/0!,#DIV/0!
50610,Tang Samraong,0,0
80202,Chheu Teal,0,0
120513,Prateah Lang,#DIV/0!,#DIV/0!
81102,Preaek Ruessei,#DIV/0!,#DIV/0!
141101,Baray,#DIV/0!,#DIV/0!
80606,Lvea Sa,#DIV/0!,#DIV/0!
80124,Spean Thma,#DIV/0!,#DIV/0!
140507,Svay Chrum,#DIV/0!,#DIV/0!
81101,Ta Kdol,#DIV/0!,#DIV/0!
50701,Roleang Chak,#DIV/0!,#DIV/0!
50202,Kandaol Dom,#DIV/0!,#DIV/0!
141009,Samraong,#DIV/0!,#DIV/0!
81106,Kampong Samnanh,#DIV/0!,#DIV/0!
200414,Sambatt Mean Chey,0,0
90301,Chrouy Pras,-0.589390963,0.589390963
50706,Roleang Kreul,#DIV/0!,#DIV/0!
120514,Sak Sampov,#DIV/0!,#DIV/0!
200406,Chrey Thum,0,0
80114,Preaek Kampis,#DIV/0!,#DIV/0!
80106,Daeum Rues,#DIV/0!,#DIV/0!
81002,Kaoh Anlong Chen,#DIV/0!,#DIV/0!
81105,Preaek Hour,#DIV/0!,#DIV/0!
50205,Svay Kravan,#DIV/0!,#DIV/0!
50611,Tang Sya,0,0
80204,Kampong Svay,#DIV/0!,#DIV/0!
81013,Svay Rolum,0,0
120512,Krang Pongro,#DIV/0!,#DIV/0!
81011,Setbou,0,0
80118,Roleang Kaen,#DIV/0!,#DIV/0!
80117,Roka,#DIV/0!,#DIV/0!
80211,Samraong Thum,0,0
50702,Kahaeng,#DIV/0!,#DIV/0!
80604,Kaoh Kaev,#DIV/0!,#DIV/0!
80126,Tien,#DIV/0!,#DIV/0!
50606,Moha Sang,0,0
140708,Prey Kandieng,#DIV/0!,#DIV/0!
80119,Roluos,#DIV/0!,#DIV/0!
80612,Sambuor,#DIV/0!,#DIV/0!
80110,Kong Noy,#DIV/0!,#DIV/0!
50608,Prey Rumduol,0,0
90302,Kaoh Kapi,#DIV/0!,#DIV/0!
80103,Barku,#DIV/0!,#DIV/0!
80102,Anlong Romiet,#DIV/0!,#DIV/0!
50305,Preah Nipean,#DIV/0!,#DIV/0!
90803,Ou Bak Roteh,0,0
50308,Roka Kaoh,#DIV/0!,#DIV/0!
50710,Skuh,0,0
80105,Cheung Kaeub,#DIV/0!,#DIV/0!
81009,Roka Khpos,0,0
140504,Prey Khnes,0,0
141011,Tuek Thla,#DIV/0!,#DIV/0!
200408,Kampong Trach,#DIV/0!,#DIV/0!
80113,Preah Putth,#DIV/0!,#DIV/0!
90301,Chrouy Pras,0,0
50709,Saen Dei,#DIV/0!,#DIV/0!
50601,Chambak,0,0
140704,Peam Mean Chey,#DIV/0!,#DIV/0!
80107,Kandaok,0,0
80122,Siem Reab,#DIV/0!,#DIV/0!
50712,Thommoda Ar,0,0
81012,Svay Prateal,#DIV/0!,#DIV/0!
200402,Andoung Pou,0,0
80127,Trapeang Veaeng,#DIV/0!,#DIV/0!
80109,Kouk Trab,#DIV/0!,#DIV/0!
140701,Ba Baong,#DIV/0!,#DIV/0!
80108,Thmei,#DIV/0!,#DIV/0!
200411,Mukh Da,#DIV/0!,#DIV/0!
200407,Doung,0,0
140109,Theay,#DIV/0!,#DIV/0!
140502,Chres,#DIV/0!,#DIV/0!
80128,Trea,#DIV/0!,#DIV/0!
50313,Veal,#DIV/0!,#DIV/0!
200412,Mream,0,0
50604,Kiri Voan,0,0
50301,Angk Popel,#DIV/0!,#DIV/0!
140503,Chi Phok,0,0
80101,Ampov Prey,0,0
200415,Trapeang Sdau,#DIV/0!,#DIV/0!
90105,,0.766283525,-0.766283525
50304,Pechr Muni,#DIV/0!,#DIV/0!
50704,Krang Ampil,0,0
50600,,0,0
81015,Traeuy Sla,0,0
80116,Preaek Slaeng,0,0
81010,S'ang Phnum,0,0
80115,Preaek Roka,#DIV/0!,#DIV/0!
50613,Traeng Trayueng,0,0
80125,Tbaeng,#DIV/0!,#DIV/0!
50306,Prey Nheat,#DIV/0!,#DIV/0!
81008,Preaek Koy,#DIV/0!,#DIV/0!
50607,Ou,0,0
80104,Boeng Khyang,0,0
81006,Prasat,#DIV/0!,#DIV/0!
140101,Boeng Preah,#DIV/0!,#DIV/0!
50311,Srang,0,0
50312,Tuek L'ak,#DIV/0!,#DIV/0!
80207,Kokir Thum,0,0
140505,Prey Rumdeng,#DIV/0!,#DIV/0!
210208,Lumpong,0,0
210207,Krang thnong,0,0
210210,Pot Sar,#DIV/0!,#DIV/0!
210212,Tang Doung,#DIV/0!,#DIV/0!
50609,Prey Kmeng,0,0
140104,Reaks Chey,#DIV/0!,#DIV/0!
50302,Chongruk,#DIV/0!,#DIV/0!
140705,Peam Ro,#DIV/0!,#DIV/0!
81004,Kaoh Khsach Tonlea,#DIV/0!,#DIV/0!
200404,Angk Prasrae,#DIV/0!,#DIV/0!
81016,Tuek Vil,#DIV/0!,#DIV/0!
200405,Chantrei,#DIV/0!,#DIV/0!
80501,Kampong Phnum,0,0
90203,Preaek Khsach,-2.667167543,2.667167543
90802,Kampong Seila,0.045269353,-0.045269353
81014,Ta Lon,0,0
50602,Choam Sangkae,0,0
90101,Andoung Tuek,0,0
50110,Svay Chacheb,0,0
210204,Kandoeng,#DIV/0!,#DIV/0!
140702,Banlich Prasat,#DIV/0!,#DIV/0!
140108,Spueu Kha,0,0
81005,Krang Yov,#DIV/0!,#DIV/0!
140508,Trapeang Srae,0,0
50603,Dambouk Rung,0,0
140105,Roung Damrei,#DIV/0!,#DIV/0!
210211,Souphi,#DIV/0!,#DIV/0!
140706,Preaek Khsay Ka,#DIV/0!,#DIV/0!
50112,Tuol Sala,0,0
210202,Champei,#DIV/0!,#DIV/0!
140501,Angkor Sar,#DIV/0!,#DIV/0!
200305,Kampong Ampil,#DIV/0!,#DIV/0!
200310,Thna Thnong,0,0
81003,Kaoh Khael,#DIV/0!,#DIV/0!
50310,Snam Krapeu,#DIV/0!,#DIV/0!
210205,Komar Reachea,#DIV/0!,#DIV/0!
140107,Spueu Ka,#DIV/0!,#DIV/0!
90102,Kandaol,0,0
200302,Thmea,#DIV/0!,#DIV/0!
210203,Doung,#DIV/0!,#DIV/0!
81001,Khpob,#DIV/0!,#DIV/0!
210215,Trapeang Sab,#DIV/0!,#DIV/0!
200304,Chrung Popel,#DIV/0!,#DIV/0!
140102,Cheung Phnum,#DIV/0!,#DIV/0!
200508,Doun Sa,#DIV/0!,#DIV/0!
200516,Svay Yea,#DIV/0!,#DIV/0!
140103,Chheu Kach,#DIV/0!,#DIV/0!
50114,Svay Rumpea,#DIV/0!,#DIV/0!
140703,Neak Loeang,#DIV/0!,#DIV/0!
140707,Preaek Khsay Kha,#DIV/0!,#DIV/0!
80506,Preaek Tonloab,#DIV/0!,#DIV/0!
200301,Bos Mon,#DIV/0!,#DIV/0!
210209,Pea Ream,#DIV/0!,#DIV/0!
50303,Moha Ruessei,#DIV/0!,#DIV/0!
140306,Kou Khchak,0,0
210214,Trapeang Krasang,#DIV/0!,#DIV/0!
50309,Sdok,#DIV/0!,#DIV/0!
50115,Preah Khae,0,0
140905,Kampong Soeng,#DIV/0!,#DIV/0!
200306,Meun Chey,#DIV/0!,#DIV/0!
210206,Krang Leav,#DIV/0!,#DIV/0!
81007,Preaek Ambel,#DIV/0!,#DIV/0!
50102,Kat Phluk,0,0
140106,Sdau Kaong,#DIV/0!,#DIV/0!
210201,Chambak,#DIV/0!,#DIV/0!
80408,Pouthi Ban,#DIV/0!,#DIV/0!
80407,Leuk Daek,0,0
200513,Svay Angk,#DIV/0!,#DIV/0!
210604,Char,#DIV/0!,#DIV/0!
50307,Prey Vihear,#DIV/0!,#DIV/0!
200501,Angk Ta Sou,#DIV/0!,#DIV/0!
200308,Sangkae,#DIV/0!,#DIV/0!
140305,Kansaom Ak,#DIV/0!,#DIV/0!
210213,Tnaot,#DIV/0!,#DIV/0!
200309,Svay Chek,#DIV/0!,#DIV/0!
50113,Kak,#DIV/0!,#DIV/0!
140607,Preaek Krabau,#DIV/0!,#DIV/0!
140910,Rumchek,#DIV/0!,#DIV/0!
140601,Angkor Angk,#DIV/0!,#DIV/0!
200517,Thlok,#DIV/0!,#DIV/0!
210707,Rovieng,#DIV/0!,#DIV/0!
200307,Pong Tuek,#DIV/0!,#DIV/0!
200702,Kokir Saom,0,0
50104,Pheakdei,0,0
80505,Preaek Dach,#DIV/0!,#DIV/0!
140907,Lvea,#DIV/0!,#DIV/0!
210607,Kdanh,#DIV/0!,#DIV/0!
210613,Tang Yab,#DIV/0!,#DIV/0!
50105,Pheari Mean Chey,#DIV/0!,#DIV/0!
210612,Snao,#DIV/0!,#DIV/0!
210705,Khvav,#DIV/0!,#DIV/0!
140311,Prey Chhor,#DIV/0!,#DIV/0!
80405,Kaoh Thum Kha,#DIV/0!,#DIV/0!
210704,Chumreah Pen,#DIV/0!,#DIV/0!
200510,Kraol Kou,#DIV/0!,#DIV/0!
200303,Chak,#DIV/0!,#DIV/0!
50109,Pou Mreal,#DIV/0!,#DIV/0!
50111,Tuol Ampil,#DIV/0!,#DIV/0!
90202,Phnhi Meas,0,0
140906,Krang Svay,#DIV/0!,#DIV/0!
200706,Prey Ta Ei,0,0
140610,Svay Phluoh,#DIV/0!,#DIV/0!
80404,Kaoh Thum Ka,#DIV/0!,#DIV/0!
210710,Sla,#DIV/0!,#DIV/0!
200509,Kouk Pring,#DIV/0!,#DIV/0!
50101,Basedth,#DIV/0!,#DIV/0!
80403,Kampong Kong,0,0
140307,Kampong Trabaek,#DIV/0!,#DIV/0!
200711,Svay Rumpea,0,0
90602,Chi Kha Kraom,0,0
140309,Prasat,#DIV/0!,#DIV/0!
50103,Nitean,#DIV/0!,#DIV/0!
210610,Prey Lvea,#DIV/0!,#DIV/0!
200512,Pouthi Reach,#DIV/0!,#DIV/0!
70309,Trapeang Plang,-1.418988648,1.418988648
210611,Prey Phdau,#DIV/0!,#DIV/0!
210606,Kampong Reab,#DIV/0!,#DIV/0!
80411,Preaek Thmei,#DIV/0!,#DIV/0!
50106,Phong,#DIV/0!,#DIV/0!
140909,Reathor,#DIV/0!,#DIV/0!
210603,Champa,#DIV/0!,#DIV/0!
210708,Samraong,#DIV/0!,#DIV/0!
200708,Romeang Thkaol,0,0
200710,Sangkhoar,#DIV/0!,#DIV/0!
80504,Peam Reang,#DIV/0!,#DIV/0!
210703,Cheung Kuon,#DIV/0!,#DIV/0!
70404,Srae Chaeng,0,0
140904,Chey Kampok,#DIV/0!,#DIV/0!
210602,Ban Kam,#DIV/0!,#DIV/0!
50107,Pou Angkrang,#DIV/0!,#DIV/0!
200514,Svay Chrum,#DIV/0!,#DIV/0!
210701,Boeng Tranh Khang Cheung,#DIV/0!,#DIV/0!
140310,Pratheat,#DIV/0!,#DIV/0!
90601,Boeng Preav,0,0
140301,Ansaong,#DIV/0!,#DIV/0!
70302,Ta Kaen,0,0
200506,Chek,#DIV/0!,#DIV/0!
200507,Chheu Teal,#DIV/0!,#DIV/0!
210906,Ou Saray,#DIV/0!,#DIV/0!
200505,Ta Suos,#DIV/0!,#DIV/0!
200709,Sambuor,0,0
90607,,0,0
210608,Pou Rumchak,#DIV/0!,#DIV/0!
210605,Kampeaeng,#DIV/0!,#DIV/0!
210709,Soeng,#DIV/0!,#DIV/0!
200704,Monourom,#DIV/0!,#DIV/0!
50108,Pou Chamraeun,#DIV/0!,#DIV/0!
210702,Boeng Tranh Khang Tboung,#DIV/0!,#DIV/0!
90103,Ta Nuon,0,0
140901,Angkor Reach,#DIV/0!,#DIV/0!
90801,Chamkar Luong,0,0
200705,Popeaek,0,0
140911,Seena Reach Otdam,#DIV/0!,#DIV/0!
80402,Chrouy Ta Kaev,#DIV/0!,#DIV/0!
140313,Thkov,#DIV/0!,#DIV/0!
140308,Peam Montear,#DIV/0!,#DIV/0!
200602,Prey Chhlak,#DIV/0!,#DIV/0!
140903,Boeng Daol,#DIV/0!,#DIV/0!
210609,Prey Kabbas,#DIV/0!,#DIV/0!
80410,Preaek Sdei,#DIV/0!,#DIV/0!
210711,Trea,#DIV/0!,#DIV/0!
200102,Bavet,0,0
200701,Chrak Mtes,#DIV/0!,#DIV/0!
210914,Trapeang Thum Khang Cheu,0,0
140602,Kampong Prasat,#DIV/0!,#DIV/0!
210104,Ponley,#DIV/0!,#DIV/0!
140603,Kaoh Chek,#DIV/0!,#DIV/0!
90104,Thma Sa,0,0
210902,Cheang Tong,#DIV/0!,#DIV/0!
200604,Pou Ta Hao,#DIV/0!,#DIV/0!
200601,Svay Rieng,#DIV/0!,#DIV/0!
80503,Khpob ateav,#DIV/0!,#DIV/0!
200504,Chamlang,#DIV/0!,#DIV/0!
200703,Kandieng Reay,0,0
210601,Angkanh,#DIV/0!,#DIV/0!
210909,Popel,#DIV/0!,#DIV/0!
210908,Otdam Souriya,#DIV/0!,#DIV/0!
80409,Preaek Chrey,#DIV/0!,#DIV/0!
200515,Svay Thum,#DIV/0!,#DIV/0!
200503,Chambak,#DIV/0!,#DIV/0!
140304,Chrey,#DIV/0!,#DIV/0!
200210,Svay Toea,#DIV/0!,#DIV/0!
140606,Krang Ta Yang,#DIV/0!,#DIV/0!
210706,Lumchang,#DIV/0!,#DIV/0!
200603,Koy Trabaek,#DIV/0!,#DIV/0!
210102,Ba Srae,#DIV/0!,#DIV/0!
140312,Prey Poun,#DIV/0!,#DIV/0!
210106,Prey Phkoam,#DIV/0!,#DIV/0!
90604,Chrouy Svay,0,0
90202,Phnhi Meas,#DIV/0!,#DIV/0!
140303,Cheang Daek,#DIV/0!,#DIV/0!
90202,Phnhi Meas,#DIV/0!,#DIV/0!
200511,Kruos,#DIV/0!,#DIV/0!
80401,Chheu Khmau,#DIV/0!,#DIV/0!
90201,Kaoh Sdach,-2.301410542,2.301410542
90202,Phnhi Meas,#DIV/0!,#DIV/0!
200502,Basak,#DIV/0!,#DIV/0!
200101,Bati,0,0
210904,Leay Bour,#DIV/0!,#DIV/0!
140902,Banteay Chakrei,#DIV/0!,#DIV/0!
200204,Preah Ponlea,#DIV/0!,#DIV/0!
200707,Prasout,#DIV/0!,#DIV/0!
200108,Prey Kokir,0,0
70405,Srae Knong,0,0
200107,Prey Angkunh,#DIV/0!,#DIV/0!
200209,Svay Ta Yean,#DIV/0!,#DIV/0!
210915,Trapeang Thum Khang Tbou,0,0
80412,Sampov Lun,#DIV/0!,#DIV/0!
210101,Angkor Borei,#DIV/0!,#DIV/0!
210912,Ta Phem,#DIV/0!,#DIV/0!
210802,Roka Knong,#DIV/0!,#DIV/0!
210801,Baray,#DIV/0!,#DIV/0!
200106,Prasat,0,0
80507,Sandar,#DIV/0!,#DIV/0!
140608,Preaek Sambuor,#DIV/0!,#DIV/0!
70700,,-0.060132291,0.060132291
140908,Preah Sdach,#DIV/0!,#DIV/0!
140302,Cham,#DIV/0!,#DIV/0!
210901,Angk Ta Saom,#DIV/0!,#DIV/0!
140609,Ruessei Srok,#DIV/0!,#DIV/0!
200105,Me Sa Thngak,#DIV/0!,#DIV/0!
210910,Samraong,0,0
70403,Snay Anhchet,0,0
200207,Samlei,0,0
200208,Samyaong,#DIV/0!,#DIV/0!
210105,Preaek Phtoul,#DIV/0!,#DIV/0!
200205,Prey Thum,#DIV/0!,#DIV/0!
211009,Sambuor,#DIV/0!,#DIV/0!
211012,Srangae,#DIV/0!,#DIV/0!
210803,Roka Krau,#DIV/0!,#DIV/0!
210911,Srae Ronoung,#DIV/0!,#DIV/0!
90804,Stueng Chhay,-0.381679389,0.381679389
90201,Kaoh Sdach,0,0
200202,Nhor,#DIV/0!,#DIV/0!
200203,Ksetr,#DIV/0!,#DIV/0!
210903,Kus,0,0
140604,Kaoh Roka,#DIV/0!,#DIV/0!
140605,Kaoh Sampov,#DIV/0!,#DIV/0!
80502,K'am Samnar,#DIV/0!,#DIV/0!
210103,Kouk Thlok,#DIV/0!,#DIV/0!
200104,Chres,0,0
70406,Srae Samraong,0,0
200201,Banteay Krang,#DIV/0!,#DIV/0!
90201,Kaoh Sdach,0,0
200206,Reach Montir,#DIV/0!,#DIV/0!
200109,Samraong,0,0
211008,Roneam,#DIV/0!,#DIV/0!
180209,Sameakki,0,0
90201,Kaoh Sdach,#DIV/0!,#DIV/0!
210905,Nhaeng Nhang,#DIV/0!,#DIV/0!
70407,Trapeang Reang,0,0
180204,Cheung Kou,0,0
211013,Thlok,#DIV/0!,#DIV/0!
210913,Tram Kak,0,0
90201,Kaoh Sdach,#DIV/0!,#DIV/0!
211007,Prey Sloek,#DIV/0!,#DIV/0!
211004,Khvav,#DIV/0!,#DIV/0!
200212,Tnaot,#DIV/0!,#DIV/0!
90201,Kaoh Sdach,#DIV/0!,#DIV/0!
70401,Chres,0,0
70402,Chumpu Voan,0,0
90201,Kaoh Sdach,#DIV/0!,#DIV/0!
90201,Kaoh Sdach,#DIV/0!,#DIV/0!
210305,Kouk Pou,#DIV/0!,#DIV/0!
90201,Kaoh Sdach,0,0
200110,Tuol Sdei,0,0
70103,Champei,#DIV/0!,#DIV/0!
200103,Chantrea,0,0
200211,Thmei,#DIV/0!,#DIV/0!
70311,Nareay,0,0
211001,Angkanh,#DIV/0!,#DIV/0!
70304,Chhuk,#DIV/0!,#DIV/0!
70307,Krang Snay,#DIV/0!,#DIV/0!
210303,Doung Khpos,#DIV/0!,#DIV/0!
211002,Angk Khnaor,#DIV/0!,#DIV/0!
210301,Bourei Cholsar,#DIV/0!,#DIV/0!
70308,Lbaeuk,0,0
70110,Samlanh,#DIV/0!,#DIV/0!
211006,Angk Kaev,#DIV/0!,#DIV/0!
70310,Mean Chey,#DIV/0!,#DIV/0!
70105,Dan Koum,0,0
211005,Prambei Mom,#DIV/0!,#DIV/0!
70109,Praphnum,#DIV/0!,#DIV/0!
70314,Tramaeng,#DIV/0!,#DIV/0!
70303,Boeng Nimol,#DIV/0!,#DIV/0!
210505,Romenh,#DIV/0!,#DIV/0!
90103,Ta Nuon,#DIV/0!,#DIV/0!
210506,Thlea Prachum,#DIV/0!,#DIV/0!
211014,Tralach,#DIV/0!,#DIV/0!
70312,Satv Pong,#DIV/0!,#DIV/0!
90103,Ta Nuon,0,0
211003,Chi Khmar,#DIV/0!,#DIV/0!
70101,Angk Phnum Touch,#DIV/0!,#DIV/0!
70102,Angkor Chey,0,0
70104,Dambouk Khpos,0,0
70306,Krang Sbov,#DIV/0!,#DIV/0!
211010,Sanlung,#DIV/0!,#DIV/0!
70716,Thmei,0,0
211011,Smaong,#DIV/0!,#DIV/0!
70715,Stueng Kaev,0,0
210304,Kampong Krasang,0,0
90103,Ta Nuon,0,0
70301,Baniev,#DIV/0!,#DIV/0!
70111,Tani,0,0
70305,Doun Yay,#DIV/0!,#DIV/0!
70313,Trapeang Bei,#DIV/0!,#DIV/0!
70713,Prey Thnang,0,0
70509,Angkor Meas,#DIV/0!,#DIV/0!
70510,L'ang,0,0
210502,Pech Sar,#DIV/0!,#DIV/0!
210503,Prey Khla,#DIV/0!,#DIV/0!
180105,Kaoh Rung,0,0
210401,Angk Prasat,#DIV/0!,#DIV/0!
210406,Kouk Prech,0,0
70214,Voat Angk Khang Cheung,#DIV/0!,#DIV/0!
70108,Phnum Kong,0,0
70501,Damnak Sokram,#DIV/0!,#DIV/0!
70508,Totung,#DIV/0!,#DIV/0!
180105,Kaoh Rung,#DIV/0!,#DIV/0!
70505,Mean Ritth,#DIV/0!,#DIV/0!
180105,Kaoh Rung,#DIV/0!,#DIV/0!
70205,Samraong Leu,#DIV/0!,#DIV/0!
70204,Samraong Kraom,#DIV/0!,#DIV/0!
70106,Daeum Doung,#DIV/0!,#DIV/0!
70210,Trapeang Sala Khang Kaeu,0,0
180303,Tumnob Rolok,-15.06024096,15.06024096
180301,Kampenh,#DIV/0!,#DIV/0!
180211,Tuek L'ak,0,0
210501,Krapum Chhuk,#DIV/0!,#DIV/0!
70709,Meakprang,0,0
70107,Mroum,#DIV/0!,#DIV/0!
180210,Samrong,-2.083333333,2.083333333
180301,Kampenh,#DIV/0!,#DIV/0!
70215,Voat Angk Khang Tboung,#DIV/0!,#DIV/0!
180302,Ou Treh,-4.680851064,4.680851064
180214,Veal Renh,#DIV/0!,#DIV/0!
210302,Chey Chouk,0,0
70502,Dang Tong,#DIV/0!,#DIV/0!
70211,Trapeang Sala Khang Lech,#DIV/0!,#DIV/0!
210410,Ream Andaeuk,0,0
210504,Prey Yuthka,0,0
70712,Prey Khmum,#DIV/0!,#DIV/0!
180212,Tuek Thla,0,0
70705,Kandal,0,0
70506,Srae Chea Khang Cheung,#DIV/0!,#DIV/0!
70213,Tuk Meas Khang Lech,0,0
70507,Srae Chea Khang Tboung,0,0
180101,Sangkat Muoy,0,0
70703,Kampong Kraeng,0,0
180201,Andoung Thma,-18.14159292,18.14159292
70201,Banteay Meas Khang Kaeut,#DIV/0!,#DIV/0!
70711,Preaek Tnaot,0,0
210404,Kampeaeng,#DIV/0!,#DIV/0!
210403,Kamnab,#DIV/0!,#DIV/0!
70202,Banteay Meas Khang Lech,#DIV/0!,#DIV/0!
70212,Tuk Meas Khang Kaeut,#DIV/0!,#DIV/0!
210402,Preah Bat Choan Chum,#DIV/0!,#DIV/0!
180203,Bet Trang,0,0
70207,Sdach Kong Khang Lech,#DIV/0!,#DIV/0!
70503,Khcheay Khang Cheung,#DIV/0!,#DIV/0!
210408,Prey Ampok,#DIV/0!,#DIV/0!
180208,Ream,-4.545454545,4.545454545
180213,Tuol Toetueng,-13.28125,13.28125
210409,Prey Rumdeng,0,0
180103,Sangkat Bei,0,0
70704,Kampong Samraong,0,0
70504,Khcheay Khang Tboung,#DIV/0!,#DIV/0!
70717,Trapeang Pring,0,0
70707,Kaoh Touch,0,0
70804,Andoung Khmaer,0,0
180207,Prey Nob,-6.25,6.25
210405,Kiri Chong Kaoh,#DIV/0!,#DIV/0!
180105,Kaoh Rung,0,0
180102,Sangkat Pir,#DIV/0!,#DIV/0!
180103,Sangkat Bei,0,0
70719,Trapeang Thum,#DIV/0!,#DIV/0!
180104,Sangkat Buon,#DIV/0!,#DIV/0!
70701,Boeng Tuk,0,0
70603,Damnak Kantuot Khang Che,#DIV/0!,#DIV/0!
70606,Kampong Trach Khang Lech,0,0
70604,Damnak Kantuot Khang Tbo,#DIV/0!,#DIV/0!
70802,Krang Ampil,#DIV/0!,#DIV/0!
70803,Kampong Bay,#DIV/0!,#DIV/0!
180105,Kaoh Rung,0,0
70708,Koun Satv,0,0
180206,Ou Oknha Heng,-11.15702479,11.15702479
70607,Kanthaor Khang Cheung,#DIV/0!,#DIV/0!
210407,Phnum Den,#DIV/0!,#DIV/0!
70206,Sdach Kong Khang Cheung,#DIV/0!,#DIV/0!
70702,Chum Kriel,#DIV/0!,#DIV/0!
70209,Tnaot Chong Srang,#DIV/0!,#DIV/0!
70718,Trapeang sangkae,#DIV/0!,#DIV/0!
180103,Sangkat Bei,#DIV/0!,#DIV/0!
70801,Kampong Kandal,#DIV/0!,#DIV/0!
70805,Traeuy Kaoh,0,0
180202,Boeng Ta Prum,0,0
210411,Saom,#DIV/0!,#DIV/0!
230103,Pong Tuek,0,0
70609,Kanthaor Khang Lech,#DIV/0!,#DIV/0!
70208,Sdach Kong Khang Tboung,#DIV/0!,#DIV/0!
230102,Ou Krasar,#DIV/0!,#DIV/0!
210412,Ta Ou,#DIV/0!,#DIV/0!
70203,Prey Tonle,#DIV/0!,#DIV/0!
70608,Kanthaor Khang kaeut,#DIV/0!,#DIV/0!
230202,Prey Thum,0,0
70605,Kampong Trach Khang Kaeu,#DIV/0!,#DIV/0!
180206,Ou Oknha Heng,0,0
180205,Ou Chrov,0,0
180104,Sangkat Buon,#DIV/0!,#DIV/0!
70612,Preaek Kroes,#DIV/0!,#DIV/0!
70601,Boeng Sala Khang Cheung,#DIV/0!,#DIV/0!
180208,Ream,0,0
230201,Kaeb,0,0
70615,Svay Tong Khang Cheung,0,0
230101,Angkaol,0,0
180208,Ream,0,0
70602,Boeng Sala Khang Tboung,0,0
180208,Ream,#DIV/0!,#DIV/0!
70613,Ruessei srok Khang Kaeut,#DIV/0!,#DIV/0!
180208,Ream,0,0
70614,Ruessei Srok Khang Lech,#DIV/0!,#DIV/0!
180208,Ream,0,0
70616,Svay Tong Khang Tboung,0,0
180208,Ream,#DIV/0!,#DIV/0!
230200,,#DIV/0!,#DIV/0!
230200,,#DIV/0!,#DIV/0!
230200,,#DIV/0!,#DIV/0!
230200,,#DIV/0!,#DIV/0!
180208,Ream,#DIV/0!,#DIV/0!
230200,,#DIV/0!,#DIV/0!
230200,,#DIV/0!,#DIV/0!
180208,Ream,#DIV/0!,#DIV/0!
230200,,#DIV/0!,#DIV/0!
230200,,#DIV/0!,#DIV/0!
230200,,#DIV/0!,#DIV/0!
230200,,#DIV/0!,#DIV/0!
230200,,#DIV/0!,#DIV/0!
230200,,#DIV/0!,#DIV/0!
230200,,#DIV/0!,#DIV/0!
