"","(Intercept)","agr_gdp.lag2","dev_agr.lag2","dev_env.lag2","fdi.lag2","for_rem","gdp.lag2","pop_den.lag2","time","df","logLik","AICc","delta","weight"
"50",-5501.73049465581,-79.2594457315161,NA,NA,NA,0.0707501616499617,-10.7326781053165,NA,NA,5,-132.871007795132,280.357400205649,64.385929298764,4.16897388184559e-15
"167",813.507140873639,NA,-0.115355570565982,-0.298857416085114,NA,NA,-4.73912870938965,NA,1.20039164642904,6,-130.738536853571,280.477073707142,64.5056028002569,3.92683274355247e-15
"27",-6856.14851369629,NA,-0.54021494240841,NA,-0.991682851503893,0.0838638909943955,NA,NA,NA,5,-133.134827001174,280.885038617733,64.913567710848,3.2022405221839e-15
"73",-864.90236445528,NA,NA,NA,-1.21026623766073,NA,NA,1257.0965045856,NA,4,-135.283792437507,281.424727732157,65.4532568252714,2.44490476384746e-15
"136",620.267336429399,-29.8903583049399,-0.127854782623865,0.175221931554516,NA,NA,NA,NA,1.3669171777948,6,-131.35627898654,281.71255797308,65.7410870661951,2.11719277890586e-15
"29",-6866.05076228398,NA,NA,2.42801676298175,-1.11029206682264,0.0838872838855197,NA,NA,NA,5,-133.610060540202,281.835505695788,65.864034788903,1.9909605066742e-15
"51",-6120.58584136704,NA,-0.457805061456305,NA,NA,0.0777062008491182,-8.40152852951903,NA,NA,5,-133.615947882945,281.847280381274,65.8758094743887,1.97927347631741e-15
"89",-5891.39295319292,NA,NA,NA,-1.0181801301135,0.0690237869584318,NA,283.194909971369,NA,5,-133.681982235713,281.979349086811,66.0078781799259,1.85279534031162e-15
"58",-5099.89665377912,-55.1921911654414,NA,NA,-0.683545589073904,0.0666190413077925,-8.59548276932273,NA,NA,6,-131.50414618298,282.00829236596,66.0368214590749,1.82617543535498e-15
"59",-5412.97905134524,NA,-0.464344251124339,NA,-0.819234845205413,0.0702152213758533,-6.55259406302091,NA,NA,6,-131.562048218541,282.124096437082,66.1526255301962,1.72343918106653e-15
"26",-6970.73706673824,-13.3914348361584,NA,NA,-0.978193131655453,0.0847983837160674,NA,NA,NA,5,-133.761893755836,282.139172127056,66.1677012201709,1.71049700302067e-15
"19",-8290.8572080596,NA,-0.559350572395906,NA,NA,0.0984606010790203,NA,NA,NA,4,-135.762377788969,282.381898435082,66.4104275281963,1.51500815125638e-15
"105",-308.104870288426,NA,NA,NA,-1.00519123715304,NA,-7.00665535402823,998.20613856548,NA,5,-133.926887025206,282.469158665797,66.4976877589113,1.45032940131995e-15
"53",-6077.6325021986,NA,NA,-1.5009860310575,NA,0.0772782571943604,-8.769966735105,NA,NA,5,-133.986859667602,282.589103950588,66.6176330437023,1.36590615958691e-15
"75",-886.403283915032,NA,-0.793692451431708,NA,-1.174429656466,NA,NA,1284.80384315132,NA,5,-134.023793533402,282.662971682189,66.6915007753034,1.31637822386153e-15
"113",-6525.67431021031,NA,NA,NA,NA,0.0839718770611806,-8.91817703895339,-120.99985051141,NA,5,-134.049438242452,282.714261100289,66.742790193404,1.28304926952747e-15
"174",837.343217079358,-45.9070049490694,NA,1.67805615200883,-0.453744682856558,NA,-5.57201986147313,NA,1.05844081397677,7,-129.341721042792,282.865260267402,66.8937893605163,1.18974607637166e-15
"172",845.58934162969,-47.6218506928285,-0.180068158056539,NA,-0.379454193573479,NA,-5.81494550608438,NA,1.04243639826929,7,-129.372922913588,282.927664008995,66.9561931021093,1.15319693892176e-15
"18",-8360.41178148319,-35.3085453613147,NA,NA,NA,0.098665053613032,NA,NA,NA,4,-136.106093464921,283.069329786986,67.0978588801003,1.07433852151307e-15
"61",-5397.9561240715,NA,NA,1.64214562161475,-0.896112605513047,0.0700267232246805,-6.73383450564218,NA,NA,6,-132.036843154624,283.073686309249,67.1022154023631,1.07200087859238e-15
"121",-5250.00714922068,NA,NA,NA,-0.8214563592828,0.0676893157903684,-6.84820796164423,48.9879730248988,NA,6,-132.133220806323,283.266441612646,67.2949707057604,9.73506507579105e-16
"21",-8366.6358401179,NA,NA,-1.45236768127203,NA,0.099169198244415,NA,NA,NA,4,-136.243891308264,283.34492547367,67.3734545667848,9.36044089001182e-16
"81",-7854.99371215709,NA,NA,NA,NA,0.0913196075888401,NA,150.649466388648,NA,4,-136.279545666004,283.416234189151,67.4447632822654,9.03257994912442e-16
"240",-349.102758949774,-23.3395109018068,-0.336390829501731,1.18825584257778,-0.469580098480979,NA,-0.953992925114102,792.068899379267,0.917456892271545,9,-122.759911723551,283.519823447101,67.548352540216,8.57665010233268e-16
"52",-5477.34777465323,-82.083442767122,-0.497353568476922,NA,NA,0.0704777094506755,-10.4126861641222,NA,NA,6,-132.26086701793,283.521734035861,67.5502631289753,8.56846078891902e-16
"97",-420.48855391625,NA,NA,NA,NA,NA,-9.73293620431702,1073.66106418823,NA,4,-136.366761394389,283.590665645921,67.6191947390355,8.2781731242769e-16
"175",846.990708820162,NA,-0.105641102700665,1.48725083250865,-0.545816889964395,NA,-4.0765216935299,NA,1.09763086063937,7,-129.854267202548,283.890352586914,67.9188816800285,7.12620501232809e-16
"168",815.617281390701,-58.2297603868228,-0.161205036732457,0.033032170063856,NA,NA,-6.51944702997427,NA,1.11130259477297,7,-129.885365613424,283.952549408666,67.9810785017807,6.90800183221957e-16
"65",-1295.22306308589,NA,NA,NA,NA,NA,NA,1487.52242209273,NA,3,-138.478406878569,284.556813757137,68.585342850252,5.10667369158596e-16
"114",-6131.97832377683,-80.5376518544805,NA,NA,NA,0.0805570769107193,-11.0145871046061,-192.232741205578,NA,6,-132.814700515938,284.629401031875,68.6579301249898,4.92465693293954e-16
"91",-5107.91309010962,NA,-0.625172355811035,NA,-1.02054020839759,0.0580324768012023,NA,460.102869013871,NA,6,-132.821853137812,284.643706275624,68.6722353687387,4.88955839695151e-16
"54",-5488.44935458183,-77.803317737685,NA,-0.822901803558551,NA,0.0706317174891099,-10.7015045785004,NA,NA,6,-132.843450594763,284.686901189525,68.7154302826397,4.78508857203847e-16
"77",-840.55924580211,NA,NA,2.95792976050832,-1.34078217990766,NA,NA,1243.45681132402,NA,5,-135.044445525814,284.704275667012,68.7328047601271,4.74369940429077e-16
"107",-399.310819659121,NA,-0.681115577981779,NA,-1.00123410172244,NA,-6.09112112837799,1055.81174895157,NA,6,-132.895322299477,284.790644598954,68.8191736920682,4.5432055463017e-16
"144",689.567481979787,-20.7154500960836,-0.112199158712966,1.97439317334036,-0.5819947176432,NA,NA,NA,1.2343214411522,7,-130.415020322564,285.011858826947,69.0403879200613,4.06748843312273e-16
"98",-262.255063832353,-87.6326031536684,NA,NA,NA,NA,-11.9779773326619,943.291015505185,NA,5,-135.222371287508,285.0601271904,69.0886562835145,3.97049802783701e-16
"31",-6805.39396887039,NA,-0.50106104428186,1.54085646707166,-1.06247691391329,0.0833358586882895,NA,NA,NA,6,-133.057991799078,285.115983598157,69.1445126912716,3.86114329783798e-16
"28",-6871.35387176912,-18.3676343013139,-0.555076012120099,NA,-0.962037198072657,0.0837944659875228,NA,NA,NA,6,-133.063476314974,285.126952629948,69.1554817230628,3.84002476145687e-16
"74",-876.485937874264,-10.9374078519794,NA,NA,-1.19297012077213,NA,NA,1256.03282418125,NA,5,-135.263527021024,285.142438657433,69.1709677505479,3.81040621334948e-16
"20",-8230.23888405899,-40.2183804204675,-0.590638291879405,NA,NA,0.0973531212751202,NA,NA,NA,5,-135.490221769683,285.59582815475,69.6243572478647,3.03751896562387e-16
"67",-1304.78960760287,NA,-0.866876508037736,NA,NA,NA,NA,1510.33241677625,NA,4,-137.412250426031,285.681643709206,69.7101728023201,2.90994236529369e-16
"99",-512.264852356502,NA,-0.68871569344943,NA,NA,NA,-8.79633383680863,1131.60909939927,NA,5,-135.56036077081,285.736106157004,69.7646352501188,2.83177026477843e-16
"60",-5078.09460779567,-58.1180204544451,-0.491231965407925,NA,-0.679666202731388,0.066373388256497,-8.29155881423639,NA,NA,7,-130.814008126653,285.809834435123,69.8383635282381,2.72928020234518e-16
"23",-8212.44206525797,NA,-0.616702220827991,-2.33859995308637,NA,0.0976804971408426,NA,NA,NA,5,-135.600375076305,285.816134767994,69.844663861109,2.72069604332245e-16
"55",-6053.25107770537,NA,-0.512997589594862,-2.23598303050695,NA,0.0770333849511168,-8.37195439134232,NA,NA,6,-133.430105505618,285.860211011236,69.8887401043503,2.66139287837898e-16
"106",-225.423687870908,-54.304883530763,NA,NA,-0.86767978406179,NA,-8.77083940530921,927.739698348584,NA,6,-133.430966594142,285.861933188285,69.8904622813995,2.65910216990489e-16
"83",-7082.63946609248,NA,-0.619895935553246,NA,NA,0.0804723076320105,NA,325.759692916905,NA,5,-135.643622804621,285.902630224627,69.9311593177411,2.60554018277018e-16
"93",-5759.74207958734,NA,NA,2.48229379800007,-1.13195939771641,0.0674964841913732,NA,293.298193457551,NA,6,-133.483755525772,285.967511051544,69.996040144659,2.52237168578529e-16
"30",-6878.49287773427,-14.9212670488861,NA,2.48576511291294,-1.08901848646424,0.083830054559452,NA,NA,NA,6,-133.565113537865,286.13022707573,70.1587561688446,2.32528262777315e-16
"115",-6031.32611400185,NA,-0.463257619836045,NA,NA,0.0763234396594794,-8.36239193447425,26.7919902548258,NA,6,-133.61499944862,286.22999889724,70.2585279903542,2.21212962162066e-16
"90",-5918.48078121825,-12.780072132643,NA,NA,-0.997452160252415,0.0692098930752208,NA,279.326135027511,NA,6,-133.649222721204,286.298445442408,70.3269745355231,2.13770411281408e-16
"109",-312.569851912442,NA,NA,2.1235719215532,-1.10697321983304,NA,-6.73054663016683,998.615859533511,NA,6,-133.787609682364,286.575219364729,70.6037484578435,1.86143081520177e-16
"22",-8330.08241614496,-33.4418335701817,NA,-1.15630739313702,NA,0.0983846905475248,NA,NA,NA,5,-136.067317536277,286.750019687938,70.778548781053,1.70564832185117e-16
"82",-7819.48578530949,-35.2136227222312,NA,NA,NA,0.0905817538047195,NA,147.42450863527,NA,5,-136.081459692291,286.778303999966,70.806833093081,1.68169654128354e-16
"41",1271.598083631,NA,NA,NA,-1.14371334413132,NA,-13.3250282680135,NA,NA,4,-137.990731720883,286.838606298909,70.8671353920235,1.63174824074827e-16
"79",-872.289825438256,NA,-0.751926769600441,1.57744595524302,-1.24591880731853,NA,NA,1276.07186218461,NA,6,-133.950488106266,286.900976212533,70.9295053056472,1.58164749728165e-16
"76",-905.921358939191,-18.0613609966113,-0.808077089207765,NA,-1.14521842423246,NA,NA,1283.54950619007,NA,6,-133.960996347455,286.92199269491,70.9505217880246,1.56511418406427e-16
"117",-6472.02198846321,NA,NA,-1.49318513427441,NA,0.0833871690928189,-8.92388935403449,-118.34160670946,NA,6,-133.967812389808,286.935624779616,70.9641538727301,1.55448257341364e-16
"62",-5079.36534203699,-55.2959881946173,NA,1.66092877414185,-0.764070111356685,0.0663714434543737,-8.4066322737722,NA,NA,7,-131.394468362115,286.970754906049,70.9992839991635,1.52741639421046e-16
"85",-7803.23945999601,NA,NA,-1.46358753868687,NA,0.0907511026919918,NA,153.425568268043,NA,5,-136.217595233919,287.050575083222,71.0791041763362,1.4676574939734e-16
"123",-4674.95259614843,NA,-0.508389687876099,NA,-0.842413690621519,0.058880335297822,-6.1854665602878,215.514975907266,NA,7,-131.487414049487,287.156646280793,71.1851753739075,1.39184748349209e-16
"101",-406.863876057978,NA,NA,-1.82605365062741,NA,NA,-9.73298393830523,1066.73888244709,NA,5,-136.270888661097,287.157161937578,71.1856910306929,1.39148867195046e-16
"122",-5198.85166700205,-55.5267745413965,NA,NA,-0.679609559536068,0.0681466053910291,-8.65101674029533,-29.4766481341672,NA,7,-131.502670528422,287.187159238662,71.2156883317768,1.37077395436152e-16
"63",-5402.52304430696,NA,-0.442734873086094,0.889390128955608,-0.862348747836954,0.0700886142330386,-6.46705360236292,NA,NA,7,-131.532206834083,287.246231849984,71.2747609430989,1.33087843925727e-16
"66",-1314.4856075685,-38.772636581607,NA,NA,NA,NA,NA,1472.07798306366,NA,4,-138.287795418568,287.432733694278,71.4612627873925,1.21238353148683e-16
"100",-353.503992427326,-89.1202039872812,-0.704915281866987,NA,NA,NA,-11.0574552550953,1000.38898504022,NA,6,-134.262186485247,287.524372970494,71.5529020636084,1.15808600258609e-16
"34",1210.88125862218,-125.051796475743,NA,NA,NA,NA,-18.9517610172778,NA,NA,4,-138.388403773887,287.633950404917,71.6624794980311,1.09634281539903e-16
"69",-1281.60433122278,NA,NA,-1.82583163894079,NA,NA,NA,1480.60311143611,NA,4,-138.401738392545,287.660619642233,71.6891487353473,1.0818205417136e-16
"33",1279.67748998479,NA,NA,NA,NA,NA,-17.0088093217488,NA,NA,3,-140.10872236413,287.81744472826,71.8459738213744,1.00023279281114e-16
"125",-5181.74266540284,NA,NA,1.66547720765537,-0.903950236241529,0.0667063318288775,-6.63396209528636,63.0938516538332,NA,7,-132.030365397254,288.242548976327,72.2710780694417,8.08706389212823e-17
"56",-5450.09155078601,-79.510980501126,-0.534978996852801,-1.57450974910968,NA,0.0702304714377126,-10.3288320993898,NA,NA,7,-132.156480207061,288.49477859594,72.5233076890546,7.12885708449876e-17
"42",1223.89400529879,-89.8412652972021,NA,NA,-0.900038503390589,NA,-15.5057589394467,NA,NA,5,-137.037109301317,288.689603218019,72.7181323111338,6.46717002851844e-17
"116",-5600.72075819253,-82.2901178782667,-0.489817795982356,NA,NA,0.0723958232590269,-10.472553917088,-37.5174766704179,NA,7,-132.258731192339,288.699280566495,72.7278096596098,6.43595308472567e-17
"108",-315.414487393743,-56.0946403190134,-0.692390745847669,NA,-0.859125099519966,NA,-7.89829266465456,983.976508006298,NA,7,-132.302811598548,288.787441378914,72.8159704720285,6.15841557977873e-17
"68",-1327.72089537482,-45.4548788316026,-0.898497111901391,NA,NA,NA,NA,1493.05824529864,NA,5,-137.119107183189,288.853598981763,72.8821280748772,5.95803501926472e-17
"71",-1282.262079195,NA,-0.940903275087507,-3.12973758267883,NA,NA,NA,1500.41958032092,NA,5,-137.166306957979,288.947998531343,72.9765276244574,5.6833506226863e-17
"176",842.72128888772,-47.3522288739614,-0.144662237915244,1.43786521013806,-0.448249011654336,NA,-5.64271484040599,NA,1.04355304443421,8,-129.274292960281,288.948585920562,72.9771150136771,5.68168169833148e-17
"78",-853.7161856281,-12.8115829508675,NA,3.00793498604454,-1.32272872869434,NA,NA,1241.98027881811,NA,6,-135.015987562647,289.031975125294,73.0605042184083,5.44965694158727e-17
"102",-257.825984398267,-85.7024532130991,NA,-1.06071064050139,NA,NA,-11.9285569570328,942.141549233783,NA,6,-135.18658713659,289.37317427318,73.4017033662946,4.59492799896081e-17
"103",-500.121553657082,NA,-0.758701084452658,-2.87743984098352,NA,NA,-8.70123410281028,1126.58985546823,NA,6,-135.307882622772,289.615765245544,73.6442943386589,4.07005942494269e-17
"95",-5077.8164058791,NA,-0.586841377348442,1.47322483626191,-1.08792274324325,0.0577999392152218,NA,455.252403389266,NA,7,-132.749314223807,289.680446629432,73.7089757225464,3.94053660471812e-17
"92",-5128.27367842675,-18.1212038201697,-0.639573603244911,NA,-0.991203835148745,0.0580431697077365,NA,458.692418888652,NA,7,-132.750079500365,289.681977182549,73.7105062756634,3.93752215801644e-17
"84",-7001.23884290444,-40.5188139036773,-0.652436112544068,NA,NA,0.0790538837895642,NA,331.24092693698,NA,6,-135.363833250685,289.72766650137,73.756195594485,3.84859047993594e-17
"24",-8166.22138750273,-37.3231185680706,-0.638398997626658,-2.03935804480812,NA,0.0967525634916654,NA,NA,NA,6,-135.365130865192,289.730261730383,73.7587908234977,3.84359973183406e-17
"118",-6110.26628538247,-79.1058409024811,NA,-0.799055402107446,NA,0.0803048881504221,-10.9803736579399,-189.543832853689,NA,7,-132.788575875837,289.758969933492,73.7874990266063,3.788822391229e-17
"111",-398.095278980742,NA,-0.65617486566251,1.01027657767887,-1.04980116839845,NA,-5.99328858688065,1053.89730096065,NA,7,-132.86184208068,289.905502343178,73.9340314362923,3.52115496642731e-17
"87",-6915.07280909649,NA,-0.684523990373509,-2.46156225371356,NA,0.078385257642349,NA,348.685075922343,NA,6,-135.462291520128,289.924583040255,73.9531121333696,3.48772165708734e-17
"43",1271.568702021,NA,-0.469086999448228,NA,-1.14649354231898,NA,-12.9456168419783,NA,NA,5,-137.678137044333,289.97165870405,74.0001877971647,3.40658686544862e-17
"32",-6819.51658762867,-18.9882129013857,-0.515192638740167,1.58932384528008,-1.03405645196434,0.0832474788850254,NA,NA,NA,7,-132.981173589994,290.144165361807,74.1726944549213,3.12507268444323e-17
"45",1267.83898701075,NA,NA,2.09158718448664,-1.24401831174043,NA,-13.0556325889197,NA,NA,5,-137.902880356381,290.421145328147,74.449674421262,2.72091319867712e-17
"35",1279.66793136952,NA,-0.460267866596971,NA,NA,NA,-16.6453174439693,NA,NA,4,-139.868818061704,290.594778980551,74.6233080736652,2.49465572214903e-17
"36",1209.34312627647,-127.827993184369,-0.521499717120919,NA,NA,NA,-18.5830461620018,NA,NA,5,-138.017693506359,290.650771628104,74.6793007212182,2.42578312109639e-17
"110",-229.950349638143,-54.2549209420157,NA,2.11672807733542,-0.969260259773688,NA,-8.49399740678884,928.212930713184,NA,7,-133.28512001086,290.752058203538,74.780587296653,2.30599238843e-17
"37",1283.15928296536,NA,NA,-2.38728654337288,NA,NA,-16.9475446974434,NA,NA,4,-139.997901713249,290.852946283641,74.8814753767553,2.19255401456584e-17
"9",906.465405158156,NA,NA,NA,-1.74195880122261,NA,NA,NA,NA,3,-141.667193198977,290.934386397954,74.9629154910686,2.10506642796835e-17
"119",-5885.87614740997,NA,-0.523645844858329,-2.25453992401644,NA,0.0744435804040942,-8.2985671805104,50.0711305031301,NA,7,-133.426739939997,291.035298061812,75.0638271549268,2.00148857644424e-17
"94",-5787.19454908124,-14.3198276775653,NA,2.53695342120788,-1.11123949903261,0.0676713816467089,NA,289.185777061641,NA,7,-133.441836581358,291.065491344534,75.0940204376486,1.9714997560082e-17
"86",-7780.07704449538,-33.3260311697056,NA,-1.16828829141213,NA,0.0901675046438031,NA,149.813363832898,NA,6,-136.041777883669,291.083555767337,75.1120848604521,1.95377293016664e-17
"70",-1302.07114347137,-36.3259040839647,NA,-1.50141156702731,NA,NA,NA,1467.36273487931,NA,5,-138.23573834378,291.086861302944,75.1153903960586,1.95054646420673e-17
"38",1213.85241259292,-122.823117142854,NA,-1.1965007982668,NA,NA,-18.8864279910935,NA,NA,5,-138.355776353318,291.326937322021,75.3554664151353,1.72991376739802e-17
"80",-892.067944795261,-18.6992004529852,-0.765549163727368,1.62542155315658,-1.21785020919992,NA,NA,1274.50765833983,NA,7,-133.882706349408,291.947230880634,75.9757599737491,1.26861376731283e-17
"124",-4610.75888560087,-56.7071622733178,-0.518955026255112,NA,-0.697987047328646,0.0591642780038013,-8.0128263628322,138.843113350668,NA,8,-130.781026737971,291.962053475942,75.9905825690567,1.25924644794834e-17
"64",-5068.36640272545,-58.0469226926125,-0.470247164918467,0.862330233337909,-0.721639094227476,0.0662553330104381,-8.20649360637448,NA,NA,8,-130.783657103039,291.967314206079,75.9958432991932,1.25593852251237e-17
"44",1222.31468337267,-92.7552603978702,-0.511585125392784,NA,-0.895167004415814,NA,-15.1627056188403,NA,NA,6,-136.62498201108,292.24996402216,76.2784931152741,1.09041484084093e-17
"104",-351.248231901563,-85.3865311386035,-0.755570339711714,-2.11057959286862,NA,NA,-10.8929711221829,1002.20484896232,NA,7,-134.109736481226,292.401291144271,76.4298202373851,1.01095421352365e-17
"72",-1305.59070167594,-41.3795284043717,-0.961627227315713,-2.78890380813612,NA,NA,NA,1485.7736849715,NA,6,-136.920612756448,292.841225512897,76.8697546060113,8.1133638435603e-18
"46",1220.16520362619,-89.8099218916765,NA,2.08399102374462,-1.00006419871656,NA,-15.2365808398911,NA,NA,6,-136.940642169137,292.881284338274,76.9098134313888,7.95247456841358e-18
"126",-5131.05639931161,-55.4701774196356,NA,1.65530166490181,-0.761744005883074,0.0671691610484478,-8.43624228875802,-15.3769748704671,NA,8,-131.394063409741,293.188126819482,77.2166559125965,6.82138074127227e-18
"127",-4662.76022086462,NA,-0.486758283457779,0.894416551660767,-0.885823930540638,0.0587272524026263,-6.09860831214231,216.004765986316,NA,8,-131.456995845156,293.313991690312,77.3425207834263,6.4053236869838e-18
"11",920.970434471656,NA,-0.656308639754245,NA,-1.72201575686018,NA,NA,NA,NA,4,-141.244294930672,293.345732718487,77.3742618116015,6.30447032139981e-18
"13",913.696725761346,NA,NA,4.17482784390004,-1.91802695366224,NA,NA,NA,NA,4,-141.422514360456,293.702171578055,77.73070067117,5.27532098004966e-18
"39",1284.26828775358,NA,-0.538123430259511,-3.15533659632143,NA,NA,-16.5028568094906,NA,NA,5,-139.676438373059,293.968261361502,77.9967904546163,4.618152046246e-18
"10",888.412149956336,-15.0932413660898,NA,NA,-1.71746993524755,NA,NA,NA,NA,4,-141.647478032379,294.152098921901,78.1806280150156,4.21258239397007e-18
"47",1269.14408307528,NA,-0.436267963166962,1.35021841325991,-1.21105062831155,NA,-12.798254200986,NA,NA,6,-137.64196313305,294.2839262661,78.3124553592142,3.94386884858965e-18
"88",-6860.19682961971,-37.46737281894,-0.706747754465123,-2.16196717454348,NA,0.0773276676661003,NA,350.963289493553,NA,7,-135.22169290562,294.625203993057,78.6537330861718,3.32517837507674e-18
"120",-5513.58486186308,-79.6303975045862,-0.530914986986892,-1.56637633495456,NA,0.0712167076037532,-10.3600075902001,-19.2653723927872,NA,8,-132.155913644575,294.711827289151,78.7403563822653,3.18423372462032e-18
"40",1214.15367897368,-124.367457435196,-0.569035054067077,-1.99369765970469,NA,NA,-18.4405746571034,NA,NA,6,-137.926364597941,294.852729195883,78.8812582889973,2.96762128537294e-18
"112",-314.360387521524,-56.0086676157304,-0.668106944268533,0.982967018580195,-0.90659711412896,NA,-7.80033497205183,982.223908248851,NA,8,-132.269078236858,294.938156473716,78.9666855668305,2.8435323911027e-18
"1",741.116842105263,NA,NA,NA,NA,NA,NA,NA,NA,2,-145.262057532151,295.274115064303,79.3026441574175,2.40384078117139e-18
"96",-5097.86649296292,-18.7179145584212,-0.600467505796735,1.52124219865663,-1.05981658031597,0.0578034050434572,NA,453.637415715823,NA,8,-132.672204971908,295.744409943816,79.7729390369311,1.90012627393318e-18
"15",924.617260826899,NA,-0.574934538996935,3.14369443839507,-1.8570698344193,NA,NA,NA,NA,5,-141.106749067242,296.828882749869,80.8574118429831,1.10482167394688e-18
"12",896.101806362425,-21.1046338433519,-0.673273761778422,NA,-1.68725786015691,NA,NA,NA,NA,5,-141.204239600642,297.023863816669,81.0523929097834,1.00219581478065e-18
"48",1220.14324372337,-92.5602981331804,-0.480702418231847,1.26688025843836,-0.956267762397356,NA,-15.0197783934384,NA,NA,7,-136.589408243173,297.360634668164,81.3891637612789,8.46883601472755e-19
"3",759.472735015908,NA,-0.734668784340775,NA,NA,NA,NA,NA,NA,3,-144.899740632447,297.399481264894,81.4280103580083,8.30593048883647e-19
"14",892.676613309947,-17.6706444558679,NA,4.24180555944256,-1.89218093873309,NA,NA,NA,NA,5,-141.39483817303,297.405060961445,81.4335900545595,8.28279049652772e-19
"2",679.050931013837,-59.5581975119741,NA,NA,NA,NA,NA,NA,NA,3,-145.040224588921,297.680449177842,81.708978270957,7.21733535161283e-19
"5",747.745902610389,NA,NA,-2.91893741824782,NA,NA,NA,NA,NA,3,-145.165742475923,297.931484951847,81.9600140449615,6.36597838140511e-19
"128",-4599.0381765327,-56.6298602994297,-0.497990784137236,0.866235173640194,-0.740226391759476,0.0590156313972679,-7.92621383695211,139.421988488797,NA,9,-130.750293657266,299.500587314531,83.5291164076461,2.90495166486692e-19
"4",692.268649597656,-65.6358385051767,-0.782511680059731,NA,NA,NA,NA,NA,NA,4,-144.620597496889,300.098337850922,84.1268669440363,2.15446295432994e-19
"7",771.193739479031,NA,-0.832433910667975,-4.08546985004141,NA,NA,NA,NA,NA,4,-144.709359813127,300.275862483398,84.3043915765124,1.97146942778579e-19
"6",688.720628712946,-55.5271336399887,NA,-2.40809250562567,NA,NA,NA,NA,NA,4,-144.974261805264,300.805666467671,84.8341955607859,1.51267132161198e-19
"16",898.383043242991,-22.3176483381926,-0.591451916761035,3.19866228826718,-1.82267562102965,NA,NA,NA,NA,6,-141.061333361065,301.12266672213,85.151195815245,1.29094827828486e-19
"8",708.004669119613,-60.2850870495797,-0.864168795787444,-3.57532389613232,NA,NA,NA,NA,NA,5,-144.472677058803,303.56073873299,87.5892678261042,3.81494457071861e-20
