,(Intercept),corn.med.lag1,cpi.lag1,for_prod.lag1,for_rem.lag1,nfi.lag1,rice_med.lag1,rub_med.lag1,sug_med.lag1,time,df,logLik,AICc,delta,weight
265,-4610.366677,,,,0.056982544,,,,,1.000953781,4,-120.885887,252.2717739,0,0.171207724
269,-4583.939328,,,-0.000154201,0.056690932,,,,,0.989430138,5,-119.2586143,252.5172287,0.245454756,0.151434048
333,-4563.503087,,,-0.00016579,0.056447072,,,0.032916682,,0.996135887,6,-118.024386,254.048772,1.776998027,0.070413047
329,-4594.151101,,,,0.05678748,,,0.028930178,,1.007608596,5,-120.078721,254.1574419,1.885667993,0.066689238
297,-4585.148219,NA,NA,NA,0.056685973,NA,0.184553507,NA,NA,1.013522927,5,-120.4773115,254.954623,2.682849115,0.044766184
266,-4609.107753,0.306199581,NA,NA,0.056952106,NA,NA,NA,NA,1.005763922,5,-120.5345775,255.069155,2.797381115,0.042274625
393,-4620.039504,NA,NA,NA,0.057065166,NA,NA,NA,0.209197637,1.007710323,5,-120.5587441,255.1174882,2.845714251,0.041265238
267,-4652.411156,NA,0.281614913,NA,0.05735323,NA,NA,NA,NA,1.007692783,5,-120.7227337,255.4454673,3.173693389,0.035023907
301,-4556.900274,NA,NA,-0.000156587,0.056373247,NA,0.194884285,NA,NA,1.002524552,6,-118.7238951,255.4477902,3.176016323,0.034983252
281,-4624.551389,NA,NA,NA,0.05712765,-0.076272145,NA,NA,NA,1.001741818,5,-120.8232156,255.6464312,3.374657305,0.031675672
270,-4583.7889,0.253578181,NA,-0.000148995,0.056675569,NA,NA,NA,NA,0.993802661,6,-118.9802917,255.9605833,3.688809397,0.027071266
397,-4592.415032,NA,NA,-0.000148086,0.056765941,NA,NA,NA,0.160641494,0.995075424,6,-119.0372989,256.0745977,3.802823809,0.025571173
271,-4623.563506,NA,0.264299823,-0.000153239,0.057040645,NA,NA,NA,NA,0.995826655,6,-119.0908494,256.1816989,3.909924952,0.024237841
285,-4588.945922,NA,NA,-0.000152762,0.056742346,-0.025595113,NA,NA,NA,0.989802089,6,-119.2505484,256.5010968,4.229322877,0.020660345
361,-4578.164754,NA,NA,NA,0.056600005,NA,0.131279893,0.025446733,NA,1.015748208,6,-119.8698499,257.7396997,5.467925776,0.011121884
345,-4610.121908,NA,NA,NA,0.056950487,-0.086985317,NA,0.029298213,NA,1.00859198,6,-119.9907245,257.981449,5.709675071,0.009855602
457,-4599.104041,NA,NA,NA,0.056835643,NA,NA,0.025934478,0.070804237,1.009206288,6,-120.0478261,258.0956523,5.823878362,0.009308597
330,-4595.314361,0.075513648,NA,NA,0.056797702,NA,NA,0.026300898,NA,1.008190039,6,-120.0629472,258.1258943,5.854120409,0.0091689
365,-4547.109235,NA,NA,-0.000166182,0.056254863,NA,0.134030917,0.029369671,NA,1.004418927,7,-117.7589211,258.1332269,5.86145297,0.009135346
331,-4598.990682,NA,0.030203571,NA,0.056831209,NA,NA,0.02834097,NA,1.008195827,6,-120.0770578,258.1541156,5.882341714,0.00904043
313,-4609.777435,NA,NA,NA,0.056922898,-0.185230597,0.256411152,NA,NA,1.02033063,6,-120.1523478,258.3046955,6.032921608,0.008384768
425,-4596.013612,NA,NA,NA,0.056786327,NA,0.167395591,NA,0.18428312,1.018306243,6,-120.2178695,258.435739,6.163965062,0.007852995
394,-4617.891727,0.276643363,NA,NA,0.057029036,NA,NA,NA,0.18734598,1.011350409,6,-120.2674229,258.5348459,6.263071954,0.007473337
349,-4570.086131,NA,NA,-0.000163916,0.056514574,-0.033967465,NA,0.033015328,NA,0.996649602,7,-118.008414,258.6322125,6.360438592,0.007118224
334,-4562.195825,-0.060753528,NA,-0.000167799,0.056434723,NA,NA,0.035080341,NA,0.995529074,7,-118.0123051,258.6399947,6.368220791,0.00709058
461,-4561.287104,NA,NA,-0.000167273,0.056425145,NA,NA,0.034126845,-0.027759872,0.995406878,7,-118.0187992,258.652983,6.381209119,0.007044682
335,-4557.767615,NA,-0.03536247,-0.000166165,0.056395104,NA,NA,0.033615539,NA,0.995422424,7,-118.021625,258.6586345,6.38686059,0.007024804
298,-4592.142907,0.17230332,NA,NA,0.056759434,NA,0.128180714,NA,NA,1.012390361,6,-120.4021736,258.8043472,6.532573288,0.006531202
409,-4642.453086,NA,NA,NA,0.05729238,-0.113918725,NA,NA,0.235746237,1.009744772,6,-120.4193735,258.8387471,6.566973138,0.006419826
299,-4612.492043,NA,0.16451817,NA,0.056935238,NA,0.164197021,NA,NA,1.016073429,6,-120.4248057,258.8496114,6.577837471,0.006385047
268,-4630.63778,0.264720265,0.143066346,NA,0.057144546,NA,NA,NA,NA,1.008535873,6,-120.4978656,258.9957312,6.723957319,0.005935189
282,-4618.963979,0.29388618,NA,NA,0.057053639,-0.052725368,NA,NA,NA,1.006115243,6,-120.5042361,259.0084723,6.736698324,0.005897499
395,-4640.806719,NA,0.148611977,NA,0.057248651,NA,NA,NA,0.178482003,1.010274549,6,-120.5193229,259.0386458,6.766871918,0.005809193
283,-4683.860383,NA,0.348928621,NA,0.057660746,-0.115066221,NA,NA,NA,1.010492444,6,-120.5868127,259.1736255,6.901851564,0.005430069
317,-4575.498114,NA,NA,-0.000149855,0.056553915,-0.130736009,0.245157343,NA,NA,1.007802307,7,-118.5374025,259.6901896,7.418415697,0.004194062
429,-4565.646341,NA,NA,-0.00015139,0.056455747,NA,0.182210591,NA,0.132438443,1.006327168,7,-118.568441,259.7522666,7.480492635,0.004065884
303,-4579.824,NA,0.137156212,-0.00015588,0.056582469,NA,0.177866734,NA,NA,1.00470055,7,-118.680828,259.9770406,7.705266662,0.003633674
302,-4560.18902,0.073043125,NA,-0.000154793,0.056407971,NA,0.170868305,NA,NA,1.002170405,7,-118.7082336,260.0318519,7.760077987,0.003535443
398,-4591.378625,0.232700528,NA,-0.000143957,0.056743893,NA,NA,NA,0.143614633,0.998489588,7,-118.8009439,260.2172724,7.945498459,0.003222406
272,-4607.161121,0.208302765,0.155717431,-0.000149358,0.056884353,NA,NA,NA,NA,0.996790597,7,-118.9298381,260.4750608,8.203286849,0.002832711
399,-4616.273933,NA,0.171718084,-0.000148821,0.056976468,NA,NA,NA,0.124909069,0.997975587,7,-118.9764381,260.5682609,8.296486968,0.002703735
286,-4585.112126,0.252123034,NA,-0.000148645,0.056689237,-0.00676029,NA,NA,NA,0.993875811,7,-118.9797233,260.5748313,8.303057386,0.002694867
413,-4604.188587,NA,NA,-0.000144374,0.056885774,-0.056321082,NA,NA,0.174983995,0.996397916,7,-118.9991404,260.6136653,8.341891403,0.002643046
287,-4640.599704,NA,0.299750088,-0.000149742,0.057207924,-0.059923334,NA,NA,NA,0.997555427,7,-119.0489021,260.7131889,8.44141495,0.002514742
377,-4601.061607,NA,NA,NA,0.056821072,-0.16995021,0.199493681,0.024355775,NA,1.021898914,7,-119.5816666,261.7787177,9.506943802,0.001476103
441,-4627.183711,NA,NA,NA,0.057085301,-0.217293916,0.248095151,NA,0.222912149,1.027295024,7,-119.7685642,262.152513,9.880739111,0.00122447
489,-4583.072661,NA,NA,NA,0.056647811,NA,0.130946183,0.022511704,0.06957956,1.017297575,7,-119.8394171,262.2942189,10.02244497,0.001140715
362,-4572.685147,-0.113708216,NA,NA,0.056540895,NA,0.16189402,0.028593563,NA,1.016770809,7,-119.8448353,262.3050553,10.03328138,0.001134551
363,-4569.946855,NA,-0.04808038,NA,0.056524367,NA,0.135499869,0.026272704,NA,1.015075055,7,-119.8657682,262.346921,10.07514707,0.001111048
473,-4619.60629,NA,NA,NA,0.057043972,-0.101185764,NA,0.025198783,0.098311308,1.010970906,7,-119.9329452,262.481275,10.20950111,0.001038863
347,-4627.03537,NA,0.094296264,NA,0.057105425,-0.096811792,NA,0.027500269,NA,1.01053642,7,-119.9754953,262.5663753,10.29460137,0.000995587
346,-4610.049786,0.043185196,NA,NA,0.056948806,-0.082969192,NA,0.027777573,NA,1.008879096,7,-119.9857133,262.5868112,10.31503726,0.000985466
458,-4601.64875,0.101563436,NA,NA,0.056858922,NA,NA,0.021805348,0.084816047,1.010304486,7,-120.0204057,262.6561959,10.38442199,0.000951864
315,-4650.62139,NA,0.232682048,NA,0.057296324,-0.201557583,0.233954308,NA,NA,1.024537926,7,-120.0463195,262.7080235,10.4362496,0.000927514
459,-4598.869012,NA,-0.00155686,NA,0.056833529,NA,NA,0.025956122,0.071010519,1.009180673,7,-120.047822,262.7110286,10.43925464,0.000926122
332,-4597.065087,0.073613244,0.011108894,NA,0.056813528,NA,NA,0.026150357,NA,1.00839139,7,-120.0627319,262.7408483,10.4690744,0.000912416
314,-4609.720425,-0.009994159,NA,NA,0.056921992,-0.187853131,0.260698335,NA,NA,1.020492708,7,-120.1521541,262.9196928,10.64791892,0.000834367
426,-4602.056315,0.155804097,NA,NA,0.056850148,NA,0.116866503,NA,0.179496936,1.017157896,7,-120.1551104,262.9256054,10.65383148,0.000831904
410,-4635.718045,0.25210872,NA,NA,0.057211021,-0.089635485,NA,NA,0.21017336,1.012628362,7,-120.1812664,262.9779175,10.70614356,0.000810427
366,-4529.18245,-0.328828591,NA,-0.000177315,0.056060802,NA,0.222747081,0.038732684,NA,1.006617163,8,-117.511041,263.0220819,10.75030802,0.000792727
427,-4600.948576,NA,0.031848919,NA,0.056831271,NA,0.164020919,NA,0.178202749,1.018642168,7,-120.2161434,263.0476714,10.77589744,0.000782649
396,-4617.347659,0.277643391,-0.003837839,NA,0.057024167,NA,NA,NA,0.188060207,1.011297347,7,-120.2673998,263.1501843,10.87841033,0.000743544
381,-4562.900461,NA,NA,-0.000160293,0.056408931,-0.109040394,0.177699528,0.028530688,NA,1.008766724,8,-117.6178385,263.235677,10.96390311,0.00071243
411,-4675.525238,NA,0.212386641,NA,0.057589001,-0.13116385,NA,NA,0.195868387,1.013717376,7,-120.3408581,263.2971008,11.02532686,0.000690882
300,-4610.732798,0.143269439,0.118940276,NA,0.056927265,NA,0.12296283,NA,NA,1.014425118,7,-120.3767124,263.3688094,11.09703546,0.00066655
367,-4526.462332,NA,-0.119381934,-0.000167478,0.056064365,NA,0.144530423,0.031451117,NA,1.002659175,8,-117.7282572,263.4565145,11.18474054,0.000637952
284,-4656.144287,0.225916859,0.21113784,NA,0.057393334,-0.081645634,NA,NA,NA,1.0103988,7,-120.4330876,263.4815598,11.20978588,0.000630013
493,-4544.750381,NA,NA,-0.000167748,0.056231485,NA,0.134197328,0.030642338,-0.029294656,1.003659897,8,-117.7525404,263.5050808,11.2333069,0.000622647
350,-4569.690259,-0.075017338,NA,-0.000166049,0.056511819,-0.040253759,NA,0.03570523,NA,0.995995393,8,-117.9905091,263.9810182,11.70924429,0.000490787
462,-4558.694772,-0.07515247,NA,-0.00017041,0.056400219,NA,NA,0.03733589,-0.039976832,0.994335415,8,-118.0013819,264.0027638,11.73098985,0.00048548
477,-4568.072847,NA,NA,-0.000165042,0.056494446,-0.031000665,NA,0.03379218,-0.018017807,0.996131564,8,-118.0061791,264.0123582,11.7405843,0.000483157
351,-4567.698355,NA,-0.013017343,-0.000164132,0.056492609,-0.032540869,NA,0.033268442,NA,0.996365393,8,-118.0080675,264.016135,11.74436104,0.000482245
336,-4558.83206,-0.057212668,-0.021209295,-0.000167907,0.056404274,NA,NA,0.03537339,NA,0.995136528,8,-118.0113519,264.0227037,11.75092978,0.000480664
463,-4557.512312,NA,-0.024869363,-0.000167363,0.056391158,NA,NA,0.034477002,-0.024517945,0.994990258,8,-118.0175092,264.0350185,11.76324454,0.000477713
445,-4590.047696,NA,NA,-0.00014208,0.056692214,-0.157088384,0.239639659,NA,0.163552913,1.013562126,8,-118.3028997,264.6057994,12.33402545,0.000359107
319,-4608.771859,NA,0.187373153,-0.00014818,0.05685875,-0.144492766,0.227199169,NA,NA,1.011330357,8,-118.4575335,264.9150669,12.64329302,0.000307657
318,-4574.933013,-0.068264092,NA,-0.000150623,0.056545832,-0.148369636,0.274382828,NA,NA,1.008845145,8,-118.5269065,265.0538129,12.78203899,0.000287038
430,-4568.439253,0.064158733,NA,-0.000149872,0.056485343,NA,0.161254571,NA,0.130987533,1.005974438,8,-118.5561983,265.1123965,12.84062257,0.000278752
431,-4572.732818,NA,0.045874664,-0.000151499,0.056520246,NA,0.177360386,NA,0.123643216,1.006802443,8,-118.5642511,265.1285021,12.85672818,0.000276516
304,-4579.504347,0.042774948,0.12372054,-0.000154899,0.056582308,NA,0.165469703,NA,NA,1.004279999,8,-118.6758519,265.3517038,13.07992987,0.000247316
414,-4598.909573,0.223564264,NA,-0.000141758,0.056820996,-0.035831099,NA,NA,0.153407744,0.999196901,8,-118.7855338,265.5710676,13.29929362,0.000221625
400,-4598.464571,0.219384613,0.050572367,-0.00014441,0.056807156,NA,NA,NA,0.134065479,0.999148339,8,-118.7963423,265.5926846,13.32091065,0.000219242
415,-4636.416053,NA,0.20657651,-0.000144148,0.057174919,-0.073184831,NA,NA,0.136292414,1.000282789,8,-118.9140811,265.8281623,13.55638837,0.000194891
288,-4617.408163,0.193697791,0.182260355,-0.000147763,0.056984635,-0.031997908,NA,NA,NA,0.997646142,8,-118.9185083,265.8370167,13.56524276,0.00019403
378,-4593.957322,-0.472278669,NA,NA,0.056726707,-0.286147247,0.373285796,0.036680002,NA,1.030351525,8,-119.2706833,266.5413667,14.26959277,0.000136433
505,-4612.35375,NA,NA,NA,0.056930826,-0.190584842,0.207197134,0.019132903,0.120676387,1.025332875,8,-119.4916355,266.983271,14.71149705,0.000109386
379,-4606.523774,NA,0.030033401,NA,0.056871494,-0.172391137,0.197837401,0.023824163,NA,1.02240774,8,-119.5800901,267.1601802,14.88840627,0.000100126
442,-4627.223972,-0.081232966,NA,NA,0.057082631,-0.239537706,0.282700946,NA,0.229361913,1.028813905,8,-119.7556138,267.5112276,15.23945363,8.40E-05
443,-4640.869263,NA,0.084878847,NA,0.057210197,-0.221014052,0.240483093,NA,0.207369019,1.028344171,8,-119.7558965,267.5117929,15.24001901,8.40E-05
490,-4577.984873,-0.08757034,NA,NA,0.056593836,NA,0.154582107,0.025454121,0.057277199,1.017811169,8,-119.8254991,267.6509983,15.37922436,7.83E-05
491,-4569.178774,NA,-0.085960297,NA,0.056520359,NA,0.138436559,0.023510926,0.080899173,1.016346141,8,-119.8271347,267.6542693,15.3824954,7.82E-05
364,-4566.699473,-0.110107076,-0.03603565,NA,0.056486077,NA,0.164087291,0.029112958,NA,1.016233903,8,-119.8425624,267.6851248,15.41335087,7.70E-05
474,-4620.290487,0.070939532,NA,NA,0.057049123,-0.095790344,NA,0.022353917,0.106631479,1.011643877,8,-119.9197583,267.8395165,15.56774261,7.13E-05
475,-4629.673972,NA,0.05960567,NA,0.057135764,-0.106463655,NA,0.024331777,0.091848387,1.012043618,8,-119.9270798,267.8541596,15.58238567,7.08E-05
348,-4625.491201,0.024315706,0.085913589,NA,0.057090706,-0.09367694,NA,0.026803894,NA,1.010525227,8,-119.974025,267.9480501,15.67627614,6.75E-05
460,-4595.951051,0.11022757,-0.039180231,NA,0.056807713,NA,NA,0.021997781,0.091202708,1.009753553,8,-120.0179579,268.0359159,15.76414196,6.46E-05
316,-4659.402235,-0.130179706,0.286935607,NA,0.057371586,-0.239524497,0.284561171,NA,NA,1.027630077,8,-120.0188882,268.0377764,15.76600251,6.46E-05
382,-4549.716868,-0.657799844,NA,-0.000174107,0.056241981,-0.265633124,0.417882764,0.046055913,NA,1.019408015,9,-116.8927004,268.1490371,15.87726317,6.11E-05
428,-4598.604228,0.161171,-0.023622171,NA,0.056819011,NA,0.11762893,NA,0.183841847,1.016869186,8,-120.1542299,268.3084598,16.03668583,5.64E-05
412,-4646.880104,0.232276734,0.068279438,NA,0.05731278,-0.097089787,NA,NA,0.199364845,1.013678664,8,-120.1744845,268.348969,16.07719505,5.53E-05
494,-4519.042382,-0.37885988,NA,-0.000183928,0.055957811,NA,0.236768185,0.044156519,-0.092056076,1.004566436,9,-117.452189,269.2680143,16.99624042,3.49E-05
368,-4514.267339,-0.32079635,-0.088772228,-0.000178007,0.055923888,NA,0.228387443,0.040051735,NA,1.005254918,9,-117.4938416,269.3513195,17.0795456,3.35E-05
383,-4549.882224,NA,-0.070150893,-0.000161385,0.056288349,-0.102924119,0.181419767,0.029800842,NA,1.007488788,9,-117.6075647,269.5787658,17.30699191,2.99E-05
509,-4563.418644,NA,NA,-0.000159988,0.056414046,-0.109970521,0.178044972,0.028316631,0.00476248,1.008927208,9,-117.617678,269.5989923,17.3272184,2.96E-05
495,-4526.416497,NA,-0.112801718,-0.000168192,0.056063132,NA,0.14403522,0.031975122,-0.014702534,1.002375225,9,-117.726739,269.8171143,17.5453404,2.65E-05
478,-4566.272756,-0.084393684,NA,-0.0001682,0.056477802,-0.036076316,NA,0.037341035,-0.030141999,0.995046997,9,-117.9845229,270.3326823,18.06090833,2.05E-05
352,-4571.987298,-0.077689445,0.012599553,-0.000165916,0.056532981,-0.041858484,NA,0.035556053,NA,0.996247179,9,-117.9902067,270.3440498,18.07227586,2.04E-05
464,-4558.750518,-0.075240459,0.000387267,-0.000170413,0.056400719,NA,NA,0.037334194,-0.040041619,0.994340648,9,-118.0013816,270.3663996,18.09462564,2.02E-05
479,-4566.846069,NA,-0.007127145,-0.000165115,0.056483225,-0.030338296,NA,0.033899679,-0.017296877,0.995996683,9,-118.0060788,270.375794,18.10402006,2.01E-05
446,-4589.869491,-0.118924149,NA,-0.000142987,0.056685796,-0.189268577,0.290248158,NA,0.172616234,1.015698054,9,-118.2710211,270.9056786,18.6339047,1.54E-05
447,-4603.527965,NA,0.08357339,-0.00014206,0.056815245,-0.160759742,0.232145861,NA,0.14825716,1.014597062,9,-118.288778,270.9411923,18.66941839,1.51E-05
320,-4620.337119,-0.177055084,0.260753839,-0.000149516,0.056957166,-0.195616259,0.295967737,NA,NA,1.015416827,9,-118.3985523,271.160741,18.8889671,1.35E-05
432,-4572.151743,0.058193011,0.025714143,-0.000150074,0.056518745,NA,0.160484454,NA,0.126192452,1.006273642,9,-118.5549864,271.4736091,19.20183518,1.16E-05
416,-4612.417186,0.199438012,0.082931449,-0.000141949,0.056944065,-0.044812363,NA,NA,0.140203195,1.000454452,9,-118.7741067,271.9118498,19.64007585,9.31E-06
506,-4602.471715,-0.442130738,NA,NA,0.056811079,-0.293459826,0.367690874,0.03216494,0.086144775,1.032263283,9,-119.2248143,272.8132649,20.54149097,5.93E-06
380,-4620.269604,-0.515526255,0.148253547,NA,0.056966966,-0.308836786,0.381024442,0.035184368,NA,1.033637257,9,-119.2336998,272.831036,20.55926203,5.88E-06
507,-4608.957176,NA,-0.01985227,NA,0.056899576,-0.18936234,0.208437904,0.019385344,0.122962858,1.025061602,9,-119.4909732,273.3455829,21.07380893,4.54E-06
444,-4649.832601,-0.133214349,0.140060681,NA,0.057287017,-0.259910307,0.292284523,NA,0.207841047,1.031517068,9,-119.7263644,273.8163651,21.54459121,3.59E-06
492,-4567.076664,-0.075275018,-0.071907796,NA,0.056494798,NA,0.157529377,0.025876863,0.068473633,1.016943161,9,-119.8171691,273.9979746,21.72620064,3.28E-06
