,(Intercept),corn.med.lag1,cpi.lag1,for_prod.lag1,for_rem.lag1,nfi.lag1,rice_med.lag1,rub_med.lag1,sug_med.lag1,time,df,logLik,AICc,delta,weight
251,-6037.014711,NA,-1.683285577,NA,0.073492575,0.798927546,-1.038074022,0.067902548,-0.622913871,NA,8,-151.4434806,330.8869612,78.61518729,1.45E-18
65,785.4669757,NA,NA,NA,NA,NA,NA,-0.014644109,NA,NA,3,-161.7554286,330.9226218,78.65084788,1.43E-18
160,-5922.310666,0.144639041,-1.974416754,-0.000424573,0.072193956,0.548255422,NA,NA,-0.470563388,NA,8,-151.4614846,330.9229693,78.65119534,1.43E-18
96,-5853.925575,-0.203499973,-2.55631987,-0.000431582,0.071561616,0.496000466,NA,0.048106144,NA,NA,8,-151.4618624,330.9237248,78.65195092,1.43E-18
222,-6205.899702,-1.132934002,NA,-0.000494435,0.074745824,0.341771239,NA,0.083575289,-1.215741637,NA,8,-151.5853166,331.1706333,78.89885934,1.26E-18
67,919.3793178,NA,-5.704856787,NA,NA,NA,NA,0.101268797,NA,NA,4,-160.3862468,331.2724937,79.00071975,1.20E-18
236,-6278.661561,0.845992978,-1.602764253,NA,0.075949725,NA,-0.984355182,0.024734631,-0.321951035,NA,8,-151.6817887,331.3635773,79.09180339,1.15E-18
4,911.5139545,0.847114046,-5.298201954,NA,NA,NA,NA,NA,NA,NA,4,-160.51929,331.5385801,79.26680616,1.05E-18
35,902.4523866,NA,-4.692584444,NA,NA,NA,-0.23463859,NA,NA,NA,4,-160.5567808,331.6135615,79.34178762,1.01E-18
131,903.5159911,NA,-4.799305211,NA,NA,NA,NA,NA,-0.095468251,NA,4,-160.5697532,331.6395063,79.36773242,9.98E-19
220,-6030.532687,-0.132967229,-2.170791149,NA,0.073424097,0.404742705,NA,0.049106119,-0.52754406,NA,8,-151.9965571,331.9931142,79.72134029,8.36E-19
133,788.1469529,NA,NA,-0.000626591,NA,NA,NA,NA,-1.355136031,NA,4,-160.9844157,332.4688314,80.19705748,6.59E-19
21,785.6097153,NA,NA,-0.000638724,NA,1.031115459,NA,NA,NA,NA,4,-161.0371112,332.5742225,80.30244855,6.25E-19
37,786.6629246,NA,NA,-0.000568174,NA,NA,-0.810922373,NA,NA,NA,4,-161.1066883,332.7133765,80.44160262,5.83E-19
49,808.2212765,NA,NA,NA,NA,1.412493534,-1.383622369,NA,NA,NA,4,-161.1525899,332.8051798,80.53340585,5.57E-19
6,782.5836617,-0.972024721,NA,-0.000605763,NA,NA,NA,NA,NA,NA,4,-161.2105487,332.9210974,80.64932352,5.26E-19
23,921.2764117,NA,-5.366753149,-0.000623475,NA,1.493685498,NA,NA,NA,NA,5,-159.5255562,333.0511125,80.77933855,4.93E-19
145,802.6797862,NA,NA,NA,NA,1.053072444,NA,NA,-1.424539337,NA,4,-161.2784604,333.0569209,80.78514697,4.91E-19
69,778.5323383,NA,NA,-0.000591104,NA,NA,NA,0.001432443,NA,NA,4,-161.2857959,333.0715919,80.79981796,4.88E-19
161,799.72431,NA,NA,NA,NA,NA,-0.763044879,NA,-1.059020652,NA,4,-161.3764881,333.2529762,80.98120224,4.45E-19
193,792.6193639,NA,NA,NA,NA,NA,NA,0.049315548,-1.475884586,NA,4,-161.4914286,333.4828572,81.21108326,3.97E-19
130,795.6011236,-0.590361498,NA,NA,NA,NA,NA,NA,-1.158871936,NA,4,-161.5013721,333.5027442,81.2309703,3.93E-19
34,792.9385597,0.249541105,NA,NA,NA,NA,-0.971042055,NA,NA,NA,4,-161.5484457,333.5968914,81.32511751,3.75E-19
97,792.779134,NA,NA,NA,NA,NA,-0.918791039,0.012589489,NA,NA,4,-161.5487076,333.5974153,81.32564136,3.75E-19
18,793.046482,-0.609342603,NA,NA,NA,0.803075607,NA,NA,NA,NA,4,-161.5667434,333.6334868,81.36171286,3.68E-19
71,912.8891949,NA,-5.726972919,-0.000597465,NA,NA,NA,0.117967717,NA,NA,5,-159.8376041,333.6752081,81.40343417,3.61E-19
81,791.894291,NA,NA,NA,NA,0.859977586,NA,-0.017954056,NA,NA,4,-161.5886737,333.6773474,81.40557343,3.60E-19
83,944.2587125,NA,-6.328942501,NA,NA,1.368776567,NA,0.108680898,NA,NA,5,-159.9158876,333.8317751,81.56000118,3.33E-19
66,787.6733087,-0.9829025,NA,NA,NA,NA,NA,0.019931799,NA,NA,4,-161.7045415,333.909083,81.63730912,3.21E-19
20,943.5767815,1.524831608,-6.267033142,NA,NA,1.526771974,NA,NA,NA,NA,5,-159.9721777,333.9443555,81.67258153,3.15E-19
51,925.2876027,NA,-4.949302829,NA,NA,1.588210805,-0.752373996,NA,NA,NA,5,-160.001273,334.0025459,81.73077201,3.06E-19
8,901.6079244,0.631557459,-5.084661943,-0.000545726,NA,NA,NA,NA,NA,NA,5,-160.068571,334.1371421,81.86536817,2.86E-19
135,892.8835886,NA,-4.546486611,-0.000566841,NA,NA,NA,NA,-0.283032764,NA,5,-160.0865319,334.1730638,81.9012899,2.81E-19
39,894.8303787,NA,-4.640167597,-0.000554154,NA,NA,-0.163653859,NA,NA,NA,5,-160.0911695,334.1823389,81.910565,2.80E-19
147,924.9228275,NA,-5.221061709,NA,NA,1.345595089,NA,NA,-0.267742424,NA,5,-160.1270212,334.2540425,81.98226857,2.70E-19
195,915.3679377,NA,-5.410066822,NA,NA,NA,NA,0.121286772,-0.600131704,NA,5,-160.3409436,334.6818873,82.41011337,2.18E-19
99,916.9451771,NA,-5.479228227,NA,NA,NA,-0.359633453,0.107344195,NA,NA,5,-160.352751,334.705502,82.43372805,2.15E-19
68,919.834369,0.120645453,-5.735779694,NA,NA,NA,NA,0.09765311,NA,NA,5,-160.3854184,334.7708369,82.49906294,2.08E-19
36,910.8334896,1.507332252,-5.127465732,NA,NA,NA,-0.65593267,NA,NA,NA,5,-160.4384499,334.8768999,82.60512593,1.98E-19
132,910.6795929,0.842826371,-5.243049386,NA,NA,NA,NA,NA,-0.069240242,NA,5,-160.5186014,335.0372028,82.76542892,1.82E-19
163,901.4389951,NA,-4.625619468,NA,NA,NA,-0.233251014,NA,-0.088877999,NA,5,-160.5556485,335.111297,82.83952304,1.76E-19
53,802.6849226,NA,NA,-0.000626783,NA,1.573072564,-1.351017227,NA,NA,NA,5,-160.5925107,335.1850214,82.91324751,1.69E-19
149,798.6863509,NA,NA,-0.000693308,NA,1.273429376,NA,NA,-1.626248362,NA,5,-160.6040235,335.2080469,82.93627298,1.68E-19
192,-5765.421649,2.37538749,-2.190396812,-0.00038561,0.070731228,1.471524019,-1.777640231,NA,-0.452808549,NA,9,-150.4762022,335.3160407,83.04426678,1.59E-19
128,-5753.723942,2.332156516,-2.562190194,-0.000372573,0.070663803,1.427581465,-1.766856631,0.006285625,NA,NA,9,-150.5496284,335.4628931,83.19111922,1.48E-19
255,-5794.194084,NA,-1.763071175,-0.000472494,0.07089123,0.998135046,-1.05243404,0.094686888,-0.909718652,NA,9,-150.6801937,335.7240237,83.45224978,1.29E-19
165,793.7095731,NA,NA,-0.000604767,NA,NA,-0.65839964,NA,-1.217432549,NA,5,-160.8664087,335.7328174,83.46104351,1.29E-19
197,786.3264167,NA,NA,-0.000670439,NA,NA,NA,0.081611088,-1.800351831,NA,5,-160.8810604,335.7621207,83.49034681,1.27E-19
177,817.4110556,NA,NA,NA,NA,1.546362456,-1.277034293,NA,-1.266213505,NA,5,-160.895236,335.7904719,83.51869798,1.25E-19
134,790.7034544,-0.739576255,NA,-0.000636432,NA,NA,NA,NA,-1.289727055,NA,5,-160.9403419,335.8806838,83.60890991,1.20E-19
50,811.3190658,2.102474766,NA,NA,NA,1.933104102,-2.237616423,NA,NA,NA,5,-160.9735479,335.9470958,83.67532189,1.16E-19
22,788.2411412,-0.744694738,NA,-0.000647588,NA,0.971254371,NA,NA,NA,NA,5,-160.9927783,335.9855566,83.71378272,1.14E-19
254,-6153.899791,1.263419266,NA,-0.000425739,0.074333815,1.16800538,-1.6249652,0.032591902,-0.98872198,NA,9,-150.8437224,336.0510812,83.77930729,1.10E-19
85,785.6877572,NA,NA,-0.000638245,NA,1.031395854,NA,-0.001255147,NA,NA,5,-161.0370793,336.0741586,83.80238464,1.09E-19
101,785.6071928,NA,NA,-0.000577096,NA,NA,-0.868324205,0.026789194,NA,NA,5,-161.0931159,336.1862317,83.91445781,1.03E-19
38,786.7711035,-0.124162037,NA,-0.000571226,NA,NA,-0.770776029,NA,NA,NA,5,-161.105886,336.211772,83.93999807,1.01E-19
113,807.5757503,NA,NA,NA,NA,1.427004835,-1.437917218,0.022484382,NA,NA,5,-161.1430368,336.2860736,84.01429968,9.77E-20
70,781.2909785,-1.455405611,NA,-0.000634434,NA,NA,NA,0.053808211,NA,NA,5,-161.1713623,336.3427247,84.07095074,9.50E-20
52,966.6646496,4.45434816,-6.421161175,NA,NA,2.743443561,-2.373939061,NA,NA,NA,6,-159.1891015,336.3782029,84.10642898,9.33E-20
252,-5902.50299,2.609660002,-2.315581921,NA,0.072254415,1.40129103,-1.879107841,-0.002330996,-0.299928122,NA,9,-151.0135439,336.3907242,84.11895029,9.28E-20
87,940.4167055,NA,-6.439762669,-0.000669444,NA,1.557483085,NA,0.128413457,NA,NA,6,-159.1992634,336.3985269,84.12675294,9.24E-20
209,801.8945424,NA,NA,NA,NA,1.077087154,NA,0.056126459,-1.728708149,NA,5,-161.2299219,336.4598438,84.18806985,8.96E-20
146,803.4782765,-0.295247708,NA,NA,NA,1.023770108,NA,NA,-1.391645419,NA,5,-161.2718169,336.5436337,84.2718598,8.59E-20
225,799.3730958,NA,NA,NA,NA,NA,-0.878930518,0.073210757,-1.426113703,NA,5,-161.2978665,336.5957331,84.32395917,8.37E-20
240,-6109.101927,0.167146028,-1.502691736,-0.000406143,0.074077569,NA,-0.773148283,0.065729112,-0.649628085,NA,9,-151.1630842,336.6898047,84.41803076,7.99E-20
504,759.6338773,-0.584422455,-2.316272686,-0.000316557,NA,0.357868916,0.636787822,0.11038064,-0.254665213,1.205773304,10,-147.3690056,336.7380113,84.46623734,7.80E-20
162,799.3894459,0.339757843,NA,NA,NA,NA,-0.87058461,NA,-1.068413246,NA,5,-161.3705499,336.7410997,84.46932581,7.78E-20
194,796.7676027,-1.455141483,NA,NA,NA,NA,NA,0.108389584,-1.657856196,NA,5,-161.3808179,336.7616358,84.4898619,7.71E-20
24,935.5318798,1.347940429,-6.119094014,-0.000605293,NA,1.666883123,NA,NA,NA,NA,6,-159.3892405,336.778481,84.50670709,7.64E-20
55,919.0434625,NA,-4.916230674,-0.000618352,NA,1.745455622,-0.724425562,NA,NA,NA,6,-159.3916208,336.7832415,84.51146758,7.62E-20
224,-5805.185272,-0.567847931,-2.081898885,-0.00048538,0.070974713,0.554804852,NA,0.091144162,-0.890084574,NA,9,-151.2547603,336.873157,84.60138309,7.29E-20
151,915.9325908,NA,-4.994891494,-0.000641464,NA,1.53680236,NA,NA,-0.504479055,NA,6,-159.4861377,336.9722754,84.70050146,6.93E-20
98,792.7485961,0.171574525,NA,NA,NA,NA,-0.963347098,0.007874623,NA,NA,5,-161.547621,337.0952419,84.82346802,6.52E-20
82,792.9041095,-0.659224143,NA,NA,NA,0.797098095,NA,0.00547772,NA,NA,5,-161.5663481,337.1326961,84.8609222,6.40E-20
115,943.9966837,NA,-5.893608327,NA,NA,1.703263632,-0.936971396,0.126320732,NA,NA,6,-159.7051101,337.4102202,85.1384463,5.57E-20
199,906.2230735,NA,-5.270951661,-0.000638003,NA,NA,NA,0.150169162,-0.931420297,NA,6,-159.7248622,337.4497244,85.17795047,5.46E-20
103,910.9010401,NA,-5.53738037,-0.000592384,NA,NA,-0.30189523,0.12292572,NA,NA,6,-159.8127851,337.6255702,85.35379625,5.00E-20
211,939.9441213,NA,-5.944814016,NA,NA,1.44499315,NA,0.137537971,-0.852751429,NA,6,-159.8215011,337.6430022,85.37122826,4.96E-20
72,911.4530203,-0.350960489,-5.637400534,-0.000607814,NA,NA,NA,0.12877509,NA,NA,6,-159.8303845,337.660769,85.38899511,4.92E-20
84,949.5459346,0.887073864,-6.605008115,NA,NA,1.475582876,NA,0.082674084,NA,NA,6,-159.8718888,337.7437776,85.47200371,4.72E-20
148,940.983921,1.517446727,-6.082318619,NA,NA,1.54445055,NA,NA,-0.245979942,NA,6,-159.9630937,337.9261873,85.6544134,4.30E-20
179,922.4115586,NA,-4.741698379,NA,NA,1.610476184,-0.75525588,NA,-0.280315757,NA,6,-159.9895039,337.9790079,85.70723396,4.19E-20
40,901.474873,1.124211357,-4.967221458,-0.000525536,NA,NA,-0.481532906,NA,NA,NA,6,-160.0238026,338.0476052,85.77583124,4.05E-20
136,898.3192106,0.612043299,-4.874278205,-0.00055439,NA,NA,NA,NA,-0.259866312,NA,6,-160.0585574,338.1171148,85.84534088,3.91E-20
167,891.5448308,NA,-4.430362495,-0.000563124,NA,NA,-0.158175085,NA,-0.27733377,NA,6,-160.0797638,338.1595277,85.88775376,3.83E-20
181,812.9062083,NA,NA,-0.00067723,NA,1.741383129,-1.224672593,NA,-1.469736648,NA,6,-160.2287223,338.4574447,86.18567075,3.30E-20
227,912.7125027,NA,-5.166271024,NA,NA,NA,-0.374286269,0.128219111,-0.618401499,NA,6,-160.3045429,338.6090859,86.33731194,3.06E-20
100,918.4797362,0.73669074,-5.552731743,NA,NA,NA,-0.543443049,0.088371073,NA,NA,6,-160.3305059,338.6610118,86.38923786,2.98E-20
196,914.7299762,-0.128074341,-5.365857184,NA,NA,NA,NA,0.125898046,-0.623304365,NA,6,-160.3400737,338.6801475,86.40837355,2.95E-20
164,910.4713769,1.504073071,-5.103794479,NA,NA,NA,-0.654550733,NA,-0.030169216,NA,6,-160.4383185,338.8766371,86.60486316,2.68E-20
54,805.5535772,1.781428217,NA,-0.000599171,NA,2.007112163,-2.076043307,NA,NA,NA,6,-160.458343,338.9166861,86.64491214,2.62E-20
213,797.0683328,NA,NA,-0.000746637,NA,1.330467972,NA,0.093694737,-2.149527994,NA,6,-160.4633015,338.926603,86.65482905,2.61E-20
117,801.4259915,NA,NA,-0.000641014,NA,1.602193257,-1.445592116,0.039471573,NA,NA,6,-160.5617224,339.1234448,86.8516709,2.37E-20
150,799.7429717,-0.397675505,NA,-0.000696587,NA,1.235003382,NA,NA,-1.582896612,NA,6,-160.5911829,339.1823658,86.91059184,2.30E-20
198,791.7011822,-2.1393282,NA,-0.000747564,NA,NA,NA,0.172176043,-2.105209326,NA,6,-160.6344447,339.2688893,86.99711538,2.20E-20
178,822.1135303,2.447706579,NA,NA,NA,2.168424529,-2.258544143,NA,-1.417228658,NA,6,-160.6495081,339.2990162,87.02724228,2.17E-20
229,792.716334,NA,NA,-0.000654971,NA,NA,-0.81268895,0.102960301,-1.746846032,NA,6,-160.7061628,339.4123256,87.14055163,2.05E-20
241,818.2946589,NA,NA,NA,NA,1.665535902,-1.474847225,0.099943699,-1.783318475,NA,6,-160.7442596,339.4885192,87.21674527,1.97E-20
166,793.7425213,-0.044074989,NA,-0.000605822,NA,NA,-0.644266538,NA,-1.216490427,NA,6,-160.8663054,339.7326109,87.46083694,1.74E-20
114,813.4928353,2.66970511,NA,NA,NA,2.043482303,-2.355477566,-0.046604402,NA,NA,6,-160.9449232,339.8898464,87.61807244,1.61E-20
86,787.097595,-1.100022423,NA,-0.000666546,NA,0.934072195,NA,0.038585029,NA,NA,6,-160.9725474,339.9450947,87.6733208,1.57E-20
56,957.8443033,4.105304248,-6.276281867,-0.000552388,NA,2.79338952,-2.221905829,NA,NA,NA,7,-158.6710393,339.9574632,87.68568923,1.56E-20
102,785.4692339,-0.56387961,NA,-0.000596273,NA,NA,-0.720213735,0.04275645,NA,NA,6,-161.0813664,340.1627327,87.89095881,1.41E-20
210,804.2704632,-1.10829341,NA,NA,NA,0.986097715,NA,0.100544218,-1.84594708,NA,6,-161.1661809,340.3323619,88.06058794,1.29E-20
119,940.1568883,NA,-6.005055421,-0.000669129,NA,1.891359934,-0.935510123,0.146016519,NA,NA,7,-158.9741486,340.5636818,88.29190784,1.15E-20
215,933.6126639,NA,-5.875641358,-0.000731001,NA,1.688786851,NA,0.173372216,-1.274951026,NA,7,-158.9783513,340.5720872,88.30031324,1.15E-20
226,799.8032617,-0.521273581,NA,NA,NA,NA,-0.741521874,0.090637092,-1.499082163,NA,6,-161.2882542,340.5765085,88.30473455,1.14E-20
116,968.1728267,4.120046721,-6.543557492,NA,NA,2.685114012,-2.29776028,0.031149945,NA,NA,7,-159.174662,340.9647087,88.69293473,9.42E-21
180,964.0952864,4.446684356,-6.23830061,NA,NA,2.760795985,-2.373652369,NA,-0.243486283,NA,7,-159.1795112,340.9744071,88.70263315,9.38E-21
88,943.1296748,0.444792315,-6.576401395,-0.000658662,NA,1.607998257,NA,0.11505545,NA,NA,7,-159.1876308,340.9906461,88.7188722,9.30E-21
183,913.5760482,NA,-4.53394953,-0.000636679,NA,1.79101035,-0.728890271,NA,-0.514847614,NA,7,-159.350039,341.3154626,89.04368872,7.91E-21
152,930.2581011,1.328512947,-5.755560515,-0.000622617,NA,1.705280836,NA,NA,-0.478470498,NA,7,-159.3533529,341.3220904,89.05031648,7.88E-21
243,939.0959726,NA,-5.431225589,NA,NA,1.81070754,-0.996263429,0.16010328,-0.965317108,NA,7,-159.5823992,341.7801831,89.50840915,6.27E-21
200,901.589394,-0.83805283,-4.97468114,-0.000670039,NA,NA,NA,0.181793232,-1.099685136,NA,7,-159.6868971,341.9891789,89.71740493,5.64E-21
231,904.0197292,NA,-5.063371577,-0.000633184,NA,NA,-0.320299443,0.155883432,-0.944552603,NA,7,-159.6966414,342.0086673,89.7368934,5.59E-21
212,944.0348943,0.60317411,-6.176657586,NA,NA,1.50886103,NA,0.116539182,-0.754783986,NA,7,-159.8022515,342.2198876,89.94811369,5.03E-21
104,910.9124802,0.004713038,-5.537835004,-0.000592225,NA,NA,-0.303086667,0.122800155,NA,NA,7,-159.8127842,342.240953,89.96917903,4.98E-21
245,813.6288779,NA,NA,-0.000752448,NA,1.927992874,-1.49265239,0.138333358,-2.208072871,NA,7,-159.9269292,342.469243,90.19746903,4.44E-21
168,898.6342976,1.094074577,-4.788437757,-0.000533572,NA,NA,-0.468571765,NA,-0.224738465,NA,7,-160.0163146,342.6480138,90.37623989,4.06E-21
182,817.2165278,2.143242746,NA,-0.00064825,NA,2.27772312,-2.086335678,NA,-1.593258175,NA,7,-160.029693,342.6747706,90.40299671,4.01E-21
256,-5724.117163,1.944208029,-2.224233022,-0.000413856,0.070291632,1.422176103,-1.677225757,0.039038562,-0.633499384,NA,10,-150.4381812,342.8763625,90.60458855,3.62E-21
214,800.4901607,-1.766459398,NA,-0.000803111,NA,1.204609263,NA,0.167331821,-2.368219992,NA,7,-160.2928118,343.2010083,90.92923437,3.08E-21
228,914.1887809,0.455723946,-5.250705453,NA,NA,NA,-0.486168309,0.113883143,-0.541407986,NA,7,-160.2967462,343.208877,90.93710312,3.07E-21
118,806.1604943,1.927026007,NA,-0.000592704,NA,2.033971164,-2.107320048,-0.011677805,NA,NA,7,-160.4565193,343.5284233,91.25664933,2.61E-21
230,793.3876871,-1.649422738,NA,-0.00072284,NA,NA,-0.371034115,0.161183707,-2.010968922,NA,7,-160.6104904,343.8363655,91.56459154,2.24E-21
242,821.616698,2.005313399,NA,NA,NA,2.103615396,-2.16019308,0.039936922,-1.596566652,NA,7,-160.6331155,343.8816156,91.60984165,2.19E-21
120,960.4661338,3.380556767,-6.524637545,-0.000586812,NA,2.673842215,-2.052236469,0.065504534,NA,NA,8,-158.605864,345.211728,92.93995405,1.13E-21
184,952.7653937,4.080435005,-5.929360582,-0.000569024,NA,2.827400565,-2.216789859,NA,-0.456129706,NA,8,-158.6361214,345.2722428,93.0004689,1.09E-21
247,932.6969297,NA,-5.348817943,-0.000736378,NA,2.065356431,-1.020949843,0.196760239,-1.393411333,NA,8,-158.7058755,345.4117509,93.139977,1.02E-21
216,932.9651124,-0.091618476,-5.84013962,-0.000734025,NA,1.680094083,NA,0.176710021,-1.291577978,NA,8,-158.9778855,345.9557709,93.68399701,7.77E-22
244,964.2202411,3.860827655,-6.273251996,NA,NA,2.67664809,-2.241562124,0.053899101,-0.478945738,NA,8,-159.1451865,346.290373,94.01859912,6.57E-22
232,901.6110098,-0.631272317,-4.942106312,-0.000659681,NA,NA,-0.163060387,0.176899396,-1.064853089,NA,8,-159.6818808,347.3637616,95.09198767,3.84E-22
246,815.2583982,0.882430491,NA,-0.000725408,NA,2.111336415,-1.793596365,0.110548033,-2.110629454,NA,8,-159.9048621,347.8097242,95.53795032,3.07E-22
248,951.4252909,2.762478746,-5.960979098,-0.000649889,NA,2.655040614,-1.909079839,0.116464167,-0.995125063,NA,9,-158.4776975,351.3190313,99.04725736,5.32E-23
